"observation_id","observation_date","weekday","observer","collection_day","bin_number","clock_hour","camera_seconds","post_collection_camera_seconds","post_collection_fraction","hours_from_collection_midpoint","collection_phase","foraging_seconds","foraging_bouts","focal_visible_seconds","displacement_events","displacement_focal_to_others","displacement_others_to_focal","displacement_unspecified","any_foraging","full_bin","ar_start","exclude_n3","exposure_offset","primary_fitted_seconds","primary_pearson_residual","primary_deviance_residual"
"V1","2018-01-01","Monday","Observer 3",0,14,17.25,1800,0,0,,"No collection",270.587,3,1087.471,0,0,0,0,1,1,FALSE,1,0,44.7671069030174,16.3640148258851,9.80423096232026
"V1","2018-01-01","Monday","Observer 3",0,15,17.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,22.822183590644,-2.63333473833311,-4.73289563829059
"V1","2018-01-01","Monday","Observer 3",0,16,18.25,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,10.3648361568646,-2.06246809937666,-3.70687635322513
"V1","2018-01-01","Monday","Observer 3",0,17,18.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,4.27906040054721,-1.5683618337553,-2.81881857789966
"V1","2018-01-01","Monday","Observer 3",0,18,19.1301611111111,937.16,0,0,,"No collection",0,0,0,0,0,0,0,0,0,FALSE,1,-0.652687918485817,1.08005896502915,-1.02412818401235,-1.84066679583269
"M(1)","2018-01-02","Tuesday","Observer 1",0,1,7.33333333333333,1200,0,0,,"No collection",0,0,0,0,0,0,0,0,0,TRUE,1,-0.405465108108164,8.9815982283907,-1.97300998164729,-3.54609317247424
"M(1)","2018-01-02","Tuesday","Observer 1",0,2,7.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,23.2531017349595,-2.64862770655445,-4.76038170815391
"M(1)","2018-01-02","Tuesday","Observer 1",0,3,8.25,1800,0,0,,"No collection",62.4070000000002,3,78.7330000000002,0,0,0,0,1,1,FALSE,1,0,43.2994551934255,1.41686227256855,1.2971470402297
"M(1)","2018-01-02","Tuesday","Observer 1",0,4,8.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,76.427246364465,-3.82821535592225,-6.88045598485153
"M(1)","2018-01-02","Tuesday","Observer 1",0,5,9.25,1800,0,0,,"No collection",13.0859999999993,1,24.5579999999991,0,0,0,0,1,1,FALSE,1,0,125.561631875546,-3.99892959769817,-5.79676844458089
"M(1)","2018-01-02","Tuesday","Observer 1",0,6,9.75,1800,0,0,,"No collection",536.682999999997,12,721.497000000001,2,1,1,0,1,1,FALSE,1,0,188.532995183008,9.34909888648721,7.10451328308751
"M(1)","2018-01-02","Tuesday","Observer 1",0,7,10.25,1800,0,0,,"No collection",364.6,13,535.664000000002,0,0,0,0,1,1,FALSE,1,0,254.049402497466,2.41619749768655,2.21443088845651
"M(1)","2018-01-02","Tuesday","Observer 1",0,8,10.75,1800,0,0,,"No collection",867.802,16,1306.34099999999,2,1,1,0,1,1,FALSE,1,0,301.667206582703,10.9895072916416,8.3252873237485
"M(1)","2018-01-02","Tuesday","Observer 1",0,9,11.25,1800,0,0,,"No collection",244.898999999996,9,693.084000000001,2,0,2,0,1,1,FALSE,1,0,313.329976808286,-1.29400832620472,-1.36693729706434
"M(1)","2018-01-02","Tuesday","Observer 1",0,10,11.75,1800,0,0,,"No collection",982.726000000001,8,1386.799,0,0,0,0,1,1,FALSE,1,0,295.086184552861,13.5529294701243,9.8272832611101
"M(1)","2018-01-02","Tuesday","Observer 1",0,11,12.25,1800,0,0,,"No collection",106.834999999999,3,486.43,1,0,1,0,1,1,FALSE,1,0,264.048769136492,-3.34569371509571,-4.01818403960769
"M(1)","2018-01-02","Tuesday","Observer 1",0,12,12.75,1800,0,0,,"No collection",75.4449999999997,2,295.802000000003,0,0,0,0,1,1,FALSE,1,0,235.24641389665,-3.68306168049023,-4.60011170967666
"M(1)","2018-01-02","Tuesday","Observer 1",0,13,13.25,1800,0,0,,"No collection",425.186000000002,14,798.664000000001,2,1,1,0,1,1,FALSE,1,0,218.665730014934,5.00618505530738,4.23725653368201
"M(1)","2018-01-02","Tuesday","Observer 1",0,14,13.75,1800,0,0,,"No collection",133.500999999997,6,635.076000000001,3,0,3,0,1,1,FALSE,1,0,218.86954310003,-2.06805808330416,-2.29983002359244
"M(1)","2018-01-02","Tuesday","Observer 1",0,15,14.25,1800,0,0,,"No collection",62.2530000000006,3,64.6580000000031,0,0,0,0,1,1,FALSE,1,0,229.147986962187,-3.91694417847205,-5.02165691894258
"M(1)","2018-01-02","Tuesday","Observer 1",0,16,14.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,240.084916062071,-5.45617835353746,-9.80639580501612
"M(1)","2018-01-02","Tuesday","Observer 1",0,17,15.25,1800,0,0,,"No collection",118.920999999998,1,226.924999999999,0,0,0,0,1,1,FALSE,1,0,240.837341029891,-2.76469574242033,-3.20274571940945
"M(1)","2018-01-02","Tuesday","Observer 1",0,18,15.75,1800,0,0,,"No collection",512.428999999996,7,1132.617,1,0,1,0,1,1,FALSE,1,0,221.301775073332,6.99896652762059,5.64458646582523
"M(1)","2018-01-02","Tuesday","Observer 1",0,19,16.25,1800,0,0,,"No collection",57.8179999999957,2,58.732,0,0,0,0,1,1,FALSE,1,0,178.213295885439,-3.36118178745921,-4.19022449609245
"M(1)","2018-01-02","Tuesday","Observer 1",0,20,16.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,121.631216556593,-4.4204504185153,-7.94488076298046
"M(1)","2018-01-02","Tuesday","Observer 1",0,21,17.25,1800,0,0,,"No collection",0,0,125.798000000003,0,0,0,0,0,1,FALSE,1,0,71.0247614504217,-3.74231337642235,-6.72606425554448
"M(1)","2018-01-02","Tuesday","Observer 1",0,22,17.75,1800,0,0,,"No collection",32.9460000000036,1,68.0769999999975,0,0,0,0,1,1,FALSE,1,0,36.2082845517535,-0.273699128486026,-0.279634242909816
"M(1)","2018-01-02","Tuesday","Observer 1",0,23,18.25,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,16.4442168914068,-2.37925338725234,-4.27623492562239
"M(1)","2018-01-02","Tuesday","Observer 1",0,24,18.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,6.78889625007969,-1.80925474994128,-3.25177570094032
"M(1)","2018-01-02","Tuesday","Observer 1",0,25,19.1592888888889,1146.88,0,0,,"No collection",0,0,0,0,0,0,0,0,0,FALSE,1,-0.450741452977802,1.98080512590766,-1.23564346514062,-2.22082346065438
"M(2)","2018-01-03","Wednesday","Observer 1",1,1,7.34166666666667,1140,0,0,-3.46469194444444,"Pre-collection",0,0,0,0,0,0,0,0,0,TRUE,1,-0.456758402495715,4.8407793161709,-1.62940459951786,-2.92853081296845
"M(2)","2018-01-03","Wednesday","Observer 1",1,2,7.75,1800,0,0,-3.05635861111111,"Pre-collection",117.691,3,173.702,1,1,0,0,1,1,FALSE,1,0,13.0467894207343,17.763868609179,9.26357931092576
"M(2)","2018-01-03","Wednesday","Observer 1",1,3,8.25,1800,0,0,-2.55635861111111,"Pre-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,24.2943449170837,-2.68478963675117,-4.82537558804649
"M(2)","2018-01-03","Wednesday","Observer 1",1,4,8.75,1800,0,0,-2.05635861111111,"Pre-collection",198.273,5,317.125999999999,3,0,3,0,1,1,FALSE,1,0,42.881599224444,11.5999856048053,7.59083489358485
"M(2)","2018-01-03","Wednesday","Observer 1",1,5,9.25,1800,0,0,-1.55635861111111,"Pre-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,70.4497915622636,-3.73290853878664,-6.70916092974357
"M(2)","2018-01-03","Wednesday","Observer 1",1,6,9.75,1800,0,0,-1.05635861111111,"Pre-collection",0,0,40.3950000000004,0,0,0,0,0,1,FALSE,1,0,105.78159916253,-4.23346327039502,-7.60880854061079
"M(2)","2018-01-03","Wednesday","Observer 1",1,7,10.25,1800,0,0,-0.556358611111111,"Pre-collection",35.5970000000016,2,267.883000000002,0,0,0,0,1,1,FALSE,1,0,142.541373388679,-3.48346616284632,-4.52287903284627
"M(2)","2018-01-03","Wednesday","Observer 1",1,8,10.75,1800,697.109,0.387282777777778,-0.056358611111111,"Straddles collection end",0,0,0,0,0,0,0,0,1,FALSE,1,0,187.341440211201,-5.05287216867968,-9.08153312218937
"M(2)","2018-01-03","Wednesday","Observer 1",1,9,11.25,1800,1800,1,0.443641388888889,"Post-collection",216.614,7,459.945000000002,0,0,0,0,1,1,FALSE,1,0,228.48151773955,-0.279085552406127,-0.282507622108793
"M(2)","2018-01-03","Wednesday","Observer 1",1,10,11.75,1800,1800,1,0.943641388888889,"Post-collection",231.117999999999,5,633.666000000001,2,1,1,0,1,1,FALSE,1,0,215.178068812303,0.390707491932273,0.38427326106518
"M(2)","2018-01-03","Wednesday","Observer 1",1,11,12.25,1800,1800,1,1.44364138888889,"Post-collection",241.122000000007,4,532.825000000001,1,1,0,0,1,1,FALSE,1,0,192.545456850684,1.28562805248383,1.21883943108225
"M(2)","2018-01-03","Wednesday","Observer 1",1,12,12.75,1800,1800,1,1.94364138888889,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,171.542660033387,-4.91692573024236,-8.83719642767235
"M(2)","2018-01-03","Wednesday","Observer 1",1,13,13.25,1800,1800,1,2.44364138888889,"Post-collection",285.098999999991,8,1038.16299999999,2,1,1,0,1,1,FALSE,1,0,159.451956625293,3.78782252648011,3.27912100763289
"M(2)","2018-01-03","Wednesday","Observer 1",1,14,13.75,1800,1800,1,2.94364138888889,"Post-collection",109.672000000002,1,164.134000000002,0,0,0,0,1,1,FALSE,1,0,159.600577971684,-1.50420557154785,-1.6327313065524
"M(2)","2018-01-03","Wednesday","Observer 1",1,15,14.25,1800,1800,1,3.44364138888889,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,167.095661836779,-4.8771082922709,-8.76563249933473
"M(2)","2018-01-03","Wednesday","Observer 1",1,16,14.75,1800,1800,1,3.94364138888889,"Post-collection",0,0,20.4699999999975,0,0,0,0,0,1,FALSE,1,0,175.070915866432,-4.94801286737353,-8.89306937598891
"M(2)","2018-01-03","Wednesday","Observer 1",1,17,15.25,1800,1800,1,4.44364138888889,"Post-collection",132.809999999998,3,316.275999999998,1,1,0,0,1,1,FALSE,1,0,175.619587271523,-1.20731222459771,-1.28438532447673
"M(2)","2018-01-03","Wednesday","Observer 1",1,18,15.75,1800,1800,1,4.94364138888889,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,161.374171607427,-4.82478822341246,-8.67159757772356
"M(2)","2018-01-03","Wednesday","Observer 1",1,19,16.25,1800,1800,1,5.44364138888889,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,129.953873995869,-4.51195591354875,-8.10934369738036
"M(2)","2018-01-03","Wednesday","Observer 1",1,20,16.75,1800,1800,1,5.94364138888889,"Post-collection",652.538000000008,9,1291.903,3,2,1,0,1,1,FALSE,1,0,88.6939872349406,25.4843511124229,14.277246469422
"M(2)","2018-01-03","Wednesday","Observer 1",1,21,17.25,1800,1800,1,6.44364138888889,"Post-collection",65.5239999999903,2,65.7089999999953,0,0,0,0,1,1,FALSE,1,0,51.7915504242066,0.899852888050869,0.850977053940039
"M(2)","2018-01-03","Wednesday","Observer 1",1,22,17.75,1800,1800,1,6.94364138888889,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,26.4032311667134,-2.7548742945537,-4.95133882636791
"M(2)","2018-01-03","Wednesday","Observer 1",1,23,18.25,1800,1800,1,7.44364138888889,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,11.9911911131498,-2.15765974131582,-3.87796440381637
"M(2)","2018-01-03","Wednesday","Observer 1",1,24,18.75,1800,1800,1,7.94364138888889,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,4.95049128332724,-1.64074837789385,-2.94891899925405
"M(2)","2018-01-03","Wednesday","Observer 1",1,25,19.0463236111111,333.529999999999,333.529999999999,1,8.239965,"Post-collection",0,0,0,0,0,0,0,0,0,FALSE,1,-1.6858091275518,0.523405582299105,-0.818391115013066,-1.47089531850134
"M(3)","2018-01-04","Thursday","Observer 1",0,1,7.79166666666667,1500,0,0,,"No collection",0,0,0,0,0,0,0,0,0,TRUE,1,-0.182321556793955,11.3243803004102,-2.11978010019568,-3.80988328005045
"M(3)","2018-01-04","Thursday","Observer 1",0,2,8.25,1800,0,0,,"No collection",16.7719999999999,1,17.7269999999999,0,0,0,0,1,1,FALSE,1,0,23.9884905767117,-0.804507420116881,-0.870115636929822
"M(3)","2018-01-04","Thursday","Observer 1",0,3,8.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,42.3417401218565,-3.1885857903001,-5.73084901039943
"M(3)","2018-01-04","Thursday","Observer 1",0,4,9.25,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,69.5628619248866,-3.71829646267581,-6.68289862807542
"M(3)","2018-01-04","Thursday","Observer 1",0,5,9.75,1800,0,0,,"No collection",450.022,6,864.870999999999,0,0,0,0,1,1,FALSE,1,0,104.449858737103,13.9515778698957,9.33831808792902
"M(3)","2018-01-04","Thursday","Observer 1",0,6,10.25,1800,0,0,,"No collection",59.6980000000003,3,170.112999999999,1,0,1,0,1,1,FALSE,1,0,140.7468447491,-2.66317325324417,-3.17192511666021
"M(3)","2018-01-04","Thursday","Observer 1",0,7,10.75,1800,0,0,,"No collection",41.8760000000002,1,87.9470000000019,0,0,0,0,1,1,FALSE,1,0,167.127759693173,-3.6553037050773,-4.74365042163646
"M(3)","2018-01-04","Thursday","Observer 1",0,8,11.25,1800,0,0,,"No collection",224.16,7,520.632999999998,0,0,0,0,1,1,FALSE,1,0,173.589093961813,1.43769354095228,1.35278896702715
"M(3)","2018-01-04","Thursday","Observer 1",0,9,11.75,1800,0,0,,"No collection",141.093000000003,12,346.921,0,0,0,0,1,1,FALSE,1,0,163.481783450682,-0.663412903652311,-0.685823782989339
"M(3)","2018-01-04","Thursday","Observer 1",0,10,12.25,1800,0,0,,"No collection",191.886999999999,2,382.587000000001,0,0,0,0,1,1,FALSE,1,0,146.286630673007,1.45896615180218,1.36751257123192
"M(3)","2018-01-04","Thursday","Observer 1",0,11,12.75,1800,0,0,,"No collection",4.87299999999959,1,79.3480000000018,0,0,0,0,1,1,FALSE,1,0,130.329731812003,-4.34713972963733,-6.87550390547512
"M(3)","2018-01-04","Thursday","Observer 1",0,12,13.25,1800,0,0,,"No collection",24.5039999999972,1,58.6389999999992,0,0,0,0,1,1,FALSE,1,0,121.14380609365,-3.52193649398,-4.71236367955247
"M(3)","2018-01-04","Thursday","Observer 1",0,13,13.75,1800,0,0,,"No collection",299.573000000008,10,401.902000000006,0,0,0,0,1,1,FALSE,1,0,121.256721331253,6.49437122969079,5.14216666900345
"M(3)","2018-01-04","Thursday","Observer 1",0,14,14.25,1800,0,0,,"No collection",192.713999999989,8,194.717999999993,0,0,0,0,1,1,FALSE,1,0,126.951119854956,2.32041770869846,2.09650526683963
"M(3)","2018-01-04","Thursday","Observer 1",0,15,14.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,133.010328209397,-4.54454390621433,-8.16791413512319
"M(3)","2018-01-04","Thursday","Observer 1",0,16,15.25,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,133.427181935838,-4.54894821355187,-8.17583000190764
"M(3)","2018-01-04","Thursday","Observer 1",0,17,15.75,1800,0,0,,"No collection",10.6239999999998,1,26.5210000000043,0,0,0,0,1,1,FALSE,1,0,122.604211120935,-4.04737675756675,-5.97781924674415
"M(3)","2018-01-04","Thursday","Observer 1",0,18,16.25,1800,0,0,,"No collection",63.4290000000001,4,79.8340000000062,0,0,0,0,1,1,FALSE,1,0,98.7326041377469,-1.48177677505259,-1.63072623420549
"M(3)","2018-01-04","Thursday","Observer 1",0,19,16.75,1800,0,0,,"No collection",142.509999999995,7,188.416000000012,1,0,1,0,1,1,FALSE,1,0,67.385358064386,4.10473518185996,3.39525846227135
"M(3)","2018-01-04","Thursday","Observer 1",0,20,17.25,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,39.3486895656214,-3.11703656808399,-5.6022535087261
"M(3)","2018-01-04","Thursday","Observer 1",0,21,17.75,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,20.0598850236923,-2.5302373949456,-4.54759866114027
"M(3)","2018-01-04","Thursday","Observer 1",0,22,18.25,1800,0,0,,"No collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,9.11032113865511,-1.98172068099042,-3.56174892270128
"M(3)","2018-01-04","Thursday","Observer 1",0,23,18.6369527777778,986.059999999998,0,0,,"No collection",0,0,0,0,0,0,0,0,0,FALSE,1,-0.601824739206049,2.53506420172691,-1.33371395108991,-2.39708566098833
"N1","2018-01-06","Saturday","Observer 2",1,1,7.45,360,0,0,-2.66374055555556,"Pre-collection",0,0,0,0,0,0,0,0,0,TRUE,1,-1.6094379124341,1.93148105147255,-1.22603533666675,-2.20355475998972
"N1","2018-01-06","Saturday","Observer 2",1,2,7.75,1800,0,0,-2.36374055555556,"Pre-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,14.2797068518798,-2.27753976296417,-4.09342490844511
"N1","2018-01-06","Saturday","Observer 2",1,3,8.25,1800,0,0,-1.86374055555556,"Pre-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,26.5901527484672,-2.76089717118337,-4.96216374965456
"N1","2018-01-06","Saturday","Observer 2",1,4,8.75,1800,0,0,-1.36374055555556,"Pre-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,46.9338966482983,-3.29186041236622,-5.9164646107284
"N1","2018-01-06","Saturday","Observer 2",1,5,9.25,1800,0,0,-0.863740555555556,"Pre-collection",563.605999999999,9,823.108999999999,0,0,0,0,1,1,FALSE,1,0,77.1072743525998,24.2199740578007,13.5995739865303
"N1","2018-01-06","Saturday","Observer 2",1,6,9.75,1800,0,0,-0.363740555555556,"Pre-collection",0,0,230.953,0,0,0,0,0,1,FALSE,1,0,115.777926480779,-4.35347209611776,-7.8245005449547
"N1","2018-01-06","Saturday","Observer 2",1,7,10.25,1800,1390.534,0.772518888888889,0.136259444444444,"Straddles collection end",296.121000000003,8,1073.967,2,0,0,2,1,1,FALSE,1,0,191.024731032635,2.79675004266118,2.51331355085811
"N1","2018-01-06","Saturday","Observer 2",1,8,10.75,1800,1800,1,0.636259444444444,"Post-collection",632.616,19,1085.094,1,0,0,1,1,1,FALSE,1,0,240.764731418637,8.88785776049844,6.91372912233905
"N1","2018-01-06","Saturday","Observer 2",1,9,11.25,1800,1800,1,1.13625944444444,"Post-collection",337.447999999999,11,1137.252,1,0,0,1,1,1,FALSE,1,0,250.072948154452,1.93058639535651,1.79691098642989
"N1","2018-01-06","Saturday","Observer 2",1,10,11.75,1800,1800,1,1.63625944444444,"Post-collection",340.791999999999,4,885.229000000001,0,0,0,0,1,1,FALSE,1,0,235.51232755471,2.42456678740837,2.21747831596313
"N1","2018-01-06","Saturday","Observer 2",1,11,12.25,1800,1800,1,2.13625944444444,"Post-collection",0,0,387.762999999999,0,0,0,0,0,1,FALSE,1,0,210.740940994991,-5.24037033026463,-9.4185237896632
"N1","2018-01-06","Saturday","Observer 2",1,12,12.75,1800,1800,1,2.63625944444444,"Post-collection",314.724999999999,9,959.923000000003,1,0,0,1,1,1,FALSE,1,0,187.753386589923,3.41942022557943,3.01108338050574
"N1","2018-01-06","Saturday","Observer 2",1,13,13.25,1800,1800,1,3.13625944444444,"Post-collection",171.226999999999,3,175.008999999998,0,0,0,0,1,1,FALSE,1,0,174.520115573359,-0.0932757289073915,-0.0936845103305312
"N1","2018-01-06","Saturday","Observer 2",1,14,13.75,1800,1800,1,3.63625944444444,"Post-collection",114.190999999999,6,366.442999999999,0,0,0,0,1,1,FALSE,1,0,174.682781589492,-1.71229544465122,-1.87776131121208
"N1","2018-01-06","Saturday","Observer 2",1,15,14.25,1800,1800,1,4.13625944444444,"Post-collection",168.363999999998,4,424.506000000008,0,0,0,0,1,1,FALSE,1,0,182.886148484777,-0.398246921100481,-0.405816384908786
"N1","2018-01-06","Saturday","Observer 2",1,16,14.75,1800,1800,1,4.63625944444444,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,191.615061471733,-5.08827751027879,-9.14516718450105
"N1","2018-01-06","Saturday","Observer 2",1,17,15.25,1800,1800,1,5.13625944444444,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,192.215582149276,-5.09320877256526,-9.15403014803818
"N1","2018-01-06","Saturday","Observer 2",1,18,15.75,1800,1800,1,5.63625944444444,"Post-collection",162.721999999998,5,310.268,0,0,0,0,1,1,FALSE,1,0,176.623979257059,-0.39052172192715,-0.397876687511436
"N1","2018-01-06","Saturday","Observer 2",1,19,16.25,1800,1800,1,6.13625944444444,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,142.234473561595,-4.63985935721019,-8.33922470787838
"N1","2018-01-06","Saturday","Observer 2",1,20,16.75,1800,1800,1,6.63625944444444,"Post-collection",0,0,127.599999999999,0,0,0,0,0,1,FALSE,1,0,97.0755406863947,-4.12238695152827,-7.409170941399
"N1","2018-01-06","Saturday","Observer 2",1,21,17.25,1800,1800,1,7.13625944444444,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,56.6858353892551,-3.48997553888971,-6.27253716183748
"N1","2018-01-06","Saturday","Observer 2",1,22,17.75,1800,1800,1,7.63625944444444,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,28.8983280747903,-2.8329685658363,-5.09169775246586
"N1","2018-01-06","Saturday","Observer 2",1,23,18.25,1800,1800,1,8.13625944444444,"Post-collection",0,0,0,0,0,0,0,0,1,FALSE,1,0,13.124354841546,-2.21882437068094,-3.98789566448209
"N1","2018-01-06","Saturday","Observer 2",1,24,18.6657305555556,1193.26,1193.26,1,8.55199,"Post-collection",0,0,0,0,0,0,0,0,0,FALSE,1,-0.411097607559868,4.1938060749268,-1.5586212915766,-2.80131188992677
