"estimate_log","converged","replicate","effect_ratio"
0.294022315758532,1,679,1.34181384692667
0.220070361943556,1,680,1.24616441005258
0.238895547046191,1,681,1.26984589050218
0.168655713415654,1,682,1.18371253241664
0.221225493722866,1,683,1.24760472588201
0.373298953724911,1,684,1.45251851075033
0.0457413460769808,1,685,1.04680361607544
0.324921228158912,1,686,1.38392162763249
0.163312095210345,1,687,1.17740409453138
0.282871806806923,1,688,1.32693504687294
0.153504510875358,1,689,1.16591304639868
0.143254325740535,1,690,1.15402326216789
0.331144287379045,1,691,1.39256070674767
0.0708163790486297,1,692,1.07338411195997
0.29800774933943,1,693,1.34717222753397
0.195231489127032,1,694,1.21559235033414
0.35381792573469,1,695,1.42449579884069
0.200806352765562,1,696,1.22238803683979
0.179500229254687,1,697,1.19661917839801
0.283787272647405,1,698,1.32815036678794
0.215076814295469,1,699,1.23995713974211
0.125458233154442,1,700,1.13366781824301
0.331844029067233,1,701,1.39353548053267
0.199543812489127,1,702,1.22084569654809
0.232901813527124,1,703,1.26225753662723
0.190314394664207,1,704,1.20962983904825
0.0564472370975648,1,705,1.05807078644173
0.159035380117097,1,706,1.1723794248683
0.293262981765193,1,707,1.34079534879903
0.0700322433258133,1,708,1.07254276304246
0.362284911608056,1,709,1.43660819000739
0.207644293569498,1,710,1.2307752969888
0.212808403873582,1,711,1.23714759584771
0.177868612422998,1,712,1.1946683463434
0.0991261633731858,1,713,1.10420560107464
0.132172586934599,1,714,1.14130527664975
0.429285014143007,1,715,1.53615879899345
0.42409035069859,1,716,1.52819966145371
0.266511161642415,1,717,1.30540215968614
0.143887128383108,1,718,1.1547537622446
0.0792663008040063,1,719,1.08249255232765
0.119528571726972,1,720,1.12696544295616
0.353431295448982,1,721,1.42394515207821
0.045003628394119,1,722,1.04603165531694
0.210602042999054,1,723,1.23442101081757
0.312390483124383,1,724,1.36668825754959
0.262539575935015,1,725,1.30022792488612
0.1411845985034,1,726,1.15163721887107
0.17920704978806,1,727,1.19626840564772
0.306366876217995,1,728,1.35848060936276
0.351112071779193,1,729,1.42064653137518
0.278124121672906,1,730,1.32065010833719
0.214864913736327,1,731,1.23969441996711
0.249775041535699,1,732,1.28373659678934
0.264936448272805,1,733,1.30334814312069
0.0827762803801479,1,734,1.08629875501681
0.118174824009708,1,735,1.12544084825146
0.216321491629022,1,736,1.24150144717138
0.266635021813288,1,737,1.30556385703442
0.319546464270076,1,738,1.37650332930266
0.116705706732622,1,739,1.12378865758504
0.227887236896187,1,740,1.25594369333798
0.164688594240495,1,741,1.17902590608053
0.17690028331041,1,742,1.19351207412013
0.166542982865252,1,743,1.18121430675461
0.255346338863664,1,744,1.29090863528903
0.168121010869409,1,745,1.18307976749711
0.112105149874503,1,746,1.11863047831561
0.242904926857424,1,747,1.27494740509979
0.121845365569516,1,748,1.12957941640474
0.127690321180328,1,749,1.13620109079733
0.107815784105,1,750,1.1138425389857
0.268895869004092,1,751,1.30851887657813
0.200806718969777,1,752,1.22238848448352
0.272577926957601,1,753,1.31334579996734
0.185644905720893,1,754,1.20399465284833
0.241705044228493,1,755,1.27341853527122
0.155782207743091,1,756,1.16857166951189
0.519780642815936,1,757,1.68165872531472
0.210946053827895,1,758,1.23484573806384
0.325636535315532,1,759,1.38491191081303
0.0393878135144896,1,760,1.04017379889618
0.0711283125028007,1,761,1.07371898860056
0.200977197744309,1,762,1.22259689353851
0.11013653734553,1,763,1.11643049450904
0.149156210040419,1,764,1.16085431214551
0.130550676784494,1,765,1.1394556823805
0.161156212850796,1,766,1.17486848403498
0.10389952464506,1,767,1.10948897301672
0.241433872778564,1,768,1.27307326733616
0.335861498107137,1,769,1.39914522712822
0.163564092244014,1,770,1.17770083425783
0.341174816824587,1,771,1.40659911656096
0.209837239721625,1,772,1.23347728251202
0.219257652505256,1,773,1.24515205190709
0.317379285626946,1,774,1.37352343083766
0.0663687214243616,1,775,1.06862066786726
0.175156115808124,1,776,1.19143220349551
0.293461767909767,1,777,1.34106190683022
0.286808777300136,1,778,1.33216944807945
0.197973801565619,1,779,1.21893045933367
0.0940705038165269,1,780,1.09863720130236
0.183643687944556,1,781,1.20158760666157
0.229707625257241,1,782,1.25823208086454
0.266101456290152,1,783,1.30486743898091
0.129160362690696,1,784,1.13787258184453
0.241952141282795,1,785,1.27373323211891
0.228255155664187,1,786,1.25640586360966
0.108725273206818,1,787,1.11485602744454
0.355319845876927,1,788,1.42663688524141
0.00712490481027657,1,789,1.00715034733385
0.19993857153991,1,790,1.22132773157399
0.164789193726201,1,791,1.17914452144654
0.012857954514344,1,792,1.0129409734478
0.237884463043904,1,793,1.26856261849414
0.37053227867969,1,794,1.44850541805547
0.283610675571931,1,795,1.32791584002636
0.326674676411318,1,796,1.38635039132537
0.0400685541011299,1,797,1.04088212848525
0.319567143345085,1,798,1.37653179441258
0.241302059718024,1,799,1.27290547071164
0.225428558278313,1,800,1.25285952447761
0.199056370706319,1,801,1.22025075035782
0.0764771301490888,1,802,1.07947750256532
0.131658539583182,1,803,1.14071874246122
0.269833476484709,1,804,1.30974632900971
0.330482479076346,1,805,1.39163940340666
0.356660480297217,1,806,1.42855076637583
-0.0583666970075484,1,807,0.943303977261891
0.241419366376348,1,808,1.27305479975724
0.103077338388406,1,809,1.1085771413303
0.14659072124783,1,810,1.15787997036947
0.0900489215794237,1,811,1.09422781374871
0.482595241607402,1,812,1.62027395278925
0.230370684206648,1,813,1.25906663955642
0.205446305638272,1,814,1.22807303859356
0.174945567930123,1,815,1.19118137637976
0.22918827788275,1,816,1.25757879099372
0.234593566417003,1,817,1.26439477178974
0.106106583881868,1,818,1.11194038511352
0.214992950596649,1,819,1.23985315671026
0.180120978947226,1,820,1.19736220997953
0.144431732653258,1,821,1.15538281735199
0.139665034076676,1,822,1.14988856085652
0.343510197756204,1,823,1.40988790010264
0.262994261173571,1,824,1.30081925375439
0.190052827082713,1,825,1.20931348047312
0.351976256122753,1,826,1.42187476249795
0.180757727404849,1,827,1.1981248713059
0.189399945666911,1,828,1.2085241998572
0.378907926148289,1,829,1.46068853833181
0.103171657378174,1,830,1.1086817061375
0.337706716643125,1,831,1.40172933922842
0.319274501332011,1,832,1.37612902231409
0.204425999336385,1,833,1.22682066694309
0.209904390622751,1,834,1.23356011440414
0.22608520126014,1,835,1.25368247605469
0.22283502643526,1,836,1.24961440338745
0.0516782764570857,1,837,1.05303690124699
0.332790242637376,1,838,1.39485468674181
0.138738266849035,1,839,1.14882337548857
0.152879762728689,1,840,1.16518487187029
0.256009741597409,1,841,1.29176531173602
0.310537152080926,1,842,1.36415767750078
0.290452443299787,1,843,1.33703228249537
0.0135928949718687,1,844,1.01368569838099
0.170987450780644,1,845,1.18647585958246
0.255907545820796,1,846,1.29163330552214
0.103423578073156,1,847,1.10896104118708
0.158904897317109,1,848,1.17222645949818
0.191651387930474,1,849,1.21124818761723
0.413234494659704,1,850,1.51169946982752
0.104868690821448,1,851,1.11056477343292
0.172611777988584,1,852,1.18840465067259
0.298638465465042,1,853,1.34802217879265
0.109158949471055,1,854,1.11533961889517
0.28603230442115,1,855,1.33113545611811
0.2325640171436,1,856,1.261831222604
0.24078305061919,1,857,1.27224499260228
0.140387460203047,1,858,1.15071957053071
0.231445831803361,1,859,1.26042104999313
