"replicate","hourly_rate_ratio","immediate_rate_ratio","convergence","error"
101,0.819368067392068,2.04128823663513,"full convergence",
102,0.943258891901228,1.3279407525677,"full convergence",
103,0.765196099089748,1.4037345880938,"full convergence",
104,0.754799248577093,1.12637302714658,"full convergence",
105,0.766284907751579,1.89053845171611,"full convergence",
106,0.725430534427558,2.44194528076137,"full convergence",
107,0.920555319325396,2.29711659138544,"full convergence",
108,0.849859172719973,2.10794375513278,"full convergence",
109,0.809255795165806,1.31377529408831,"full convergence",
110,0.894998804832593,1.84107539125023,"full convergence",
111,0.818509975238804,1.87865124486578,"full convergence",
112,0.73860709352755,2.01718681180725,"full convergence",
113,0.921684439850605,1.10765872778651,"full convergence",
114,0.777164321939556,2.07319023307924,"full convergence",
115,0.880462702864984,1.0490275413498,"full convergence",
116,0.876859850382918,2.67431419471165,"full convergence",
117,0.770780654344146,1.8814232075989,"full convergence",
118,0.8261463777555,1.69363011246373,"full convergence",
119,0.851358034522324,2.66425836558431,"full convergence",
120,0.873731419857401,2.36838122182598,"full convergence",
121,0.933580722034603,1.44947028712765,"full convergence",
122,0.777956883030452,2.64528968880832,"full convergence",
123,0.922650824435256,1.52024802138413,"full convergence",
124,0.904290366331248,2.13403002746201,"full convergence",
125,0.749513449302315,2.3243102992394,"full convergence",
126,0.869492212323427,1.56981247890128,"full convergence",
127,0.874523957305843,1.49982257073921,"full convergence",
128,0.950658229675437,1.46366261803169,"full convergence",
129,0.6695626445756,1.84456009125987,"full convergence",
130,0.802573978799723,2.43548640182394,"full convergence",
131,0.878160475491334,2.0540069398738,"full convergence",
132,0.840728713167352,1.46706428295593,"full convergence",
133,0.799127566244013,1.93237920308197,"full convergence",
134,0.927924496430577,1.82104396738043,"full convergence",
135,0.916231902632027,1.76818880555763,"full convergence",
136,0.780496996940367,2.60785299670724,"full convergence",
137,0.781868568962768,1.00234632291378,"full convergence",
138,0.796626689570566,2.32430377236373,"full convergence",
139,0.993910311279019,3.77846153577313,"full convergence",
140,0.739840361418965,4.01662369207999,"full convergence",
141,0.876729131719346,2.14148215000638,"full convergence",
142,0.869676496578331,1.86751589399991,"full convergence",
143,0.885293706071614,1.83559639289363,"full convergence",
144,0.941433659596515,1.53096411166445,"full convergence",
145,0.794324002170634,2.37619246647255,"full convergence",
146,0.764590014146147,2.72188771922106,"full convergence",
147,0.867890553114362,2.06660192210188,"full convergence",
148,0.758767475971606,2.12640789712431,"full convergence",
149,0.84650152081987,1.51899265058036,"full convergence",
150,0.932100495541916,3.00710168559173,"full convergence",
151,0.894913732385502,2.21082278515519,"full convergence",
152,0.871409151585316,1.421347860108,"full convergence",
153,0.806090501551993,1.16669215704485,"full convergence",
154,0.936946854736321,2.03600189770812,"full convergence",
155,0.869972081493685,2.15571032848017,"full convergence",
156,0.823108031463568,1.5524533719888,"full convergence",
157,0.934393231628329,1.49870998145776,"full convergence",
158,0.991963230321365,1.99717775428017,"full convergence",
159,0.828166883667233,1.97208016449659,"full convergence",
160,0.892919957157852,1.33107656506009,"full convergence",
161,0.865414043376637,1.94851694239397,"full convergence",
162,0.873010544291333,2.17077145454447,"full convergence",
163,0.897639692601842,1.18163043203659,"full convergence",
164,0.818535155526535,1.55338518824306,"full convergence",
165,0.821160840577991,1.92330204597434,"full convergence",
166,0.907069980606481,1.55925732768625,"full convergence",
167,0.755239297503938,2.47063820658271,"full convergence",
168,0.813395831811098,1.95535980233025,"full convergence",
169,0.778787834352511,2.22771248966076,"full convergence",
170,0.783424774412327,2.66903784763609,"full convergence",
171,0.810189172290203,1.25523464523408,"full convergence",
172,0.829279387639312,2.31691937951861,"full convergence",
173,0.961400236037409,1.88138106921775,"full convergence",
174,0.876545009677278,1.68816732068842,"full convergence",
175,0.850690683202326,2.16474585000843,"full convergence",
176,0.850484113483023,2.48015960154297,"full convergence",
177,0.833152200359493,2.0498260886351,"full convergence",
178,0.828435021355006,1.96485881096493,"full convergence",
179,0.82904721814778,1.89285754944078,"full convergence",
180,0.935704458090864,2.02138507086227,"full convergence",
181,0.915451992441509,1.24018448509999,"full convergence",
182,0.950962667877855,1.75996233886659,"full convergence",
183,0.777068972353173,1.29491410864203,"full convergence",
184,0.839351967695587,1.1359016038725,"full convergence",
185,0.808856920901589,2.9786821315194,"full convergence",
186,0.907805033149406,1.61696510469389,"full convergence",
187,0.938853360885683,1.55118567193688,"full convergence",
188,0.841236606798264,2.10439386642056,"full convergence",
189,0.945901640828536,1.94408961000471,"full convergence",
190,0.864552396990451,2.1040367440169,"full convergence",
191,0.819173911005552,3.43278178620859,"full convergence",
192,0.912728258685281,1.4681432617013,"full convergence",
193,0.891045839435748,1.89450006817006,"full convergence",
194,0.891801304939512,1.17057578296001,"full convergence",
195,0.929788789202277,3.33414868004833,"full convergence",
196,0.935583509158804,1.16345763758942,"full convergence",
197,0.79004939123189,1.30877473268229,"full convergence",
198,0.968745921533155,1.82130011235653,"full convergence",
199,0.799458712474297,1.94677436960904,"full convergence",
200,0.869544982084788,2.63487693135032,"full convergence",
