"metric","value"
"Post rows",170
"Post camera hours",78.7742216666667
"Clock-hour / elapsed-time correlation",0.913847856255508
"Weighted R-squared: elapsed time from clock spline",0.82345628444732
"Approximate VIF from weighted R-squared",5.66431943991573
"Collection-time range hours",3.79346166666667
