observation_id,observation_date,weekday,observer,collection_day,bin_number,clock_hour,camera_seconds,post_collection_camera_seconds,post_collection_fraction,hours_from_collection_midpoint,collection_phase,foraging_seconds,foraging_bouts,focal_visible_seconds,displacement_events,displacement_focal_to_others,displacement_others_to_focal,displacement_unspecified,any_foraging,full_bin,ar_start,exclude_n3
V2,2017-11-29,Wednesday,Observer 3,1,2,9.5,3600.0,0.0,0.0,-2.43789638888889,Pre-collection,45.94800000000396,4,183.94900000000052,1,0,1,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,3,10.5,3600.0,0.0,0.0,-1.4378963888888898,Pre-collection,469.1229999999996,14,921.7319999999891,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,4,11.5,3600.0,223.57299999999668,0.06210361111111019,-0.4378963888888898,Straddles collection end,199.39800000000832,7,1941.3689999999915,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,5,12.5,3600.0,3600.0,1.0,0.5621036111111102,Post-collection,642.6480000000083,14,1644.997999999985,2,2,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,6,13.5,3600.0,3600.0,1.0,1.5621036111111102,Post-collection,642.1180000000022,6,1709.6300000000192,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,7,14.5,3600.0,3600.0,1.0,2.56210361111111,Post-collection,479.6559999999881,7,971.9830000000002,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,8,15.5,3600.0,3600.0,1.0,3.56210361111111,Post-collection,554.9710000000123,9,870.8469999999943,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,9,16.22914444444444,1649.8400000000001,1649.8400000000001,1.0,4.291248055555554,Post-collection,0.0,0,141.25,0,0,0,0,0,0,0,1
V3,2017-11-30,Thursday,Observer 3,0,1,15.791666666666666,1500.0,0.0,0.0,,No collection,237.49700000000303,8,415.82300000000396,0,0,0,0,1,0,1,1
V3,2017-11-30,Thursday,Observer 3,0,2,16.5,3600.0,0.0,0.0,,No collection,366.64699999998993,5,845.3480000000054,0,0,0,0,1,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,3,17.5,3600.0,0.0,0.0,,No collection,0.0,0,210.9649999999965,0,0,0,0,0,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,4,18.003922222222222,28.23999999999978,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
N4,2017-12-01,Friday,Observer 2,1,1,8.525,3420.0,0.0,0.0,-3.5640727777777776,Pre-collection,0.0,0,0.0,0,0,0,0,0,0,1,1
N4,2017-12-01,Friday,Observer 2,1,2,9.5,3600.0,0.0,0.0,-2.589072777777778,Pre-collection,89.1880000000001,2,100.16600000000017,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,3,10.5,3600.0,0.0,0.0,-1.5890727777777778,Pre-collection,230.14199999999983,3,295.8919999999998,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,4,11.5,3600.0,0.0,0.0,-0.5890727777777779,Pre-collection,573.7530000000006,12,632.5709999999981,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,5,12.5,3600.0,3279.3379999999997,0.9109272222222221,0.41092722222222217,Straddles collection end,425.9260000000013,10,695.7260000000006,1,0,0,1,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,6,13.5,3600.0,3600.0,1.0,1.4109272222222222,Post-collection,496.2899999999936,8,1020.4000000000015,1,0,0,1,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,7,14.5,3600.0,3600.0,1.0,2.410927222222222,Post-collection,989.1229999999996,12,1322.0049999999974,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,8,15.5,3600.0,3600.0,1.0,3.410927222222222,Post-collection,190.23900000000503,3,234.5,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,9,16.5,3600.0,3600.0,1.0,4.410927222222222,Post-collection,183.0400000000045,5,369.73499999999694,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,10,17.5,3600.0,3600.0,1.0,5.410927222222222,Post-collection,68.87199999999575,2,82.82800000000134,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,11,18.5,3600.0,3600.0,1.0,6.410927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,12,19.5,3600.0,3600.0,1.0,7.410927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,13,20.360436111111113,2595.1399999999994,2595.1399999999994,1.0,8.271363333333333,Post-collection,0.0,0,0.0,0,0,0,0,0,0,0,1
M(4),2017-12-02,Saturday,Observer 1,0,1,8.616666666666667,2760.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,1,1
M(4),2017-12-02,Saturday,Observer 1,0,2,9.5,3600.0,0.0,0.0,,No collection,93.41000000000076,3,285.66299999999956,0,0,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,3,10.5,3600.0,0.0,0.0,,No collection,329.48799999999574,7,772.9650000000038,1,0,1,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,4,11.5,3600.0,0.0,0.0,,No collection,179.20800000000054,2,2118.722999999998,0,0,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,5,12.5,3600.0,0.0,0.0,,No collection,1164.5899999999983,23,1710.1389999999956,3,2,1,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,6,13.5,3600.0,0.0,0.0,,No collection,961.6480000000047,21,1899.289000000008,1,1,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,7,14.5,3600.0,0.0,0.0,,No collection,376.96600000000035,8,521.8250000000007,1,0,1,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,8,15.5,3600.0,0.0,0.0,,No collection,1269.564999999995,23,1944.940999999999,3,2,1,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,9,16.5,3600.0,0.0,0.0,,No collection,122.90999999999622,5,337.46600000000035,1,0,1,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,10,17.5,3600.0,0.0,0.0,,No collection,611.1449999999932,6,2053.1369999999843,2,0,2,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,11,18.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,12,19.32695,2354.040000000001,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
N5,2017-12-03,Sunday,Observer 2,0,1,9.841666666666667,1140.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,1,1
N5,2017-12-03,Sunday,Observer 2,0,2,10.5,3600.0,0.0,0.0,,No collection,690.5299999999997,9,1528.9219999999996,2,0,0,2,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,3,11.5,3600.0,0.0,0.0,,No collection,375.9989999999998,5,599.7969999999996,1,0,0,1,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,4,12.5,3600.0,0.0,0.0,,No collection,723.0570000000025,7,1573.2300000000014,1,0,0,1,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,5,13.5,3600.0,0.0,0.0,,No collection,709.5360000000001,12,1507.4519999999975,4,0,0,4,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,6,14.5,3600.0,0.0,0.0,,No collection,553.4610000000011,13,1371.092999999999,2,0,0,2,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,7,15.5,3600.0,0.0,0.0,,No collection,793.096000000005,18,1556.0290000000023,6,0,0,6,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,8,16.5,3600.0,0.0,0.0,,No collection,524.729000000003,12,1395.7669999999962,0,0,0,0,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,9,17.5,3600.0,0.0,0.0,,No collection,306.9439999999995,11,578.4199999999983,0,0,0,0,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,10,18.5,3600.0,0.0,0.0,,No collection,193.03899999999703,7,655.6839999999975,2,0,0,2,1,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,11,19.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N5,2017-12-03,Sunday,Observer 2,0,12,20.160394444444442,1154.8399999999965,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
N6,2017-12-05,Tuesday,Observer 2,0,1,8.558333333333334,3180.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,1,1
N6,2017-12-05,Tuesday,Observer 2,0,2,9.5,3600.0,0.0,0.0,,No collection,21.787000000000262,1,32.034999999999854,0,0,0,0,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,3,10.5,3600.0,0.0,0.0,,No collection,504.5139999999983,9,1252.8440000000028,0,0,0,0,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,4,11.5,3600.0,0.0,0.0,,No collection,341.4689999999973,12,472.45200000000114,0,0,0,0,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,5,12.5,3600.0,0.0,0.0,,No collection,497.0669999999973,9,978.5550000000003,0,0,0,0,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,6,13.5,3600.0,0.0,0.0,,No collection,133.3780000000006,3,314.3410000000076,0,0,0,0,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,7,14.5,3600.0,0.0,0.0,,No collection,1035.913000000004,10,1640.2189999999973,1,0,0,1,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,8,15.5,3600.0,0.0,0.0,,No collection,655.0330000000067,12,1090.5049999999974,2,0,0,2,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,9,16.5,3600.0,0.0,0.0,,No collection,462.4889999999941,6,711.9699999999975,1,0,0,1,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,10,17.5,3600.0,0.0,0.0,,No collection,26.79699999999866,1,30.27600000000166,0,0,0,0,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,11,18.5,3600.0,0.0,0.0,,No collection,11.543999999994412,1,15.188999999998487,0,0,0,0,1,1,0,1
N6,2017-12-05,Tuesday,Observer 2,0,12,19.408594444444443,2941.8799999999974,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,1,8.594027777777779,2923.0,0.0,0.0,-2.8324475,Pre-collection,0.0,0,0.0,0,0,0,0,0,0,1,1
M(5),2017-12-06,Wednesday,Observer 1,1,2,9.5,3600.0,0.0,0.0,-1.9264752777777776,Pre-collection,200.59599999999955,4,387.0709999999999,0,0,0,0,1,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,3,10.5,3600.0,0.0,0.0,-0.9264752777777777,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,4,11.5,3600.0,2064.6890000000003,0.5735247222222223,0.07352472222222231,Straddles collection end,197.0709999999999,9,672.9649999999983,2,1,1,0,1,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,5,12.5,3600.0,3600.0,1.0,1.0735247222222224,Post-collection,923.2689999999966,19,1315.4329999999936,0,0,0,0,1,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,6,13.5,3600.0,3600.0,1.0,2.0735247222222224,Post-collection,466.4629999999961,8,1242.0840000000026,1,0,1,0,1,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,7,14.5,3600.0,3600.0,1.0,3.0735247222222224,Post-collection,498.0649999999987,9,2087.4639999999963,0,0,0,0,1,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,8,15.5,3600.0,3600.0,1.0,4.073524722222222,Post-collection,423.02000000000044,12,690.3479999999981,0,0,0,0,1,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,9,16.5,3600.0,3600.0,1.0,5.0735247222222215,Post-collection,102.77200000000084,5,659.961000000003,1,0,1,0,1,1,0,1
M(5),2017-12-06,Wednesday,Observer 1,1,10,17.13616111111111,980.3600000000006,980.3600000000006,1.0,5.709685833333333,Post-collection,71.62800000000425,2,73.94600000000355,0,0,0,0,1,0,0,1
V4,2017-12-12,Tuesday,Observer 3,0,1,8.725,1980.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,1,1
V4,2017-12-12,Tuesday,Observer 3,0,2,9.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,3,10.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,4,11.5,3600.0,0.0,0.0,,No collection,232.57700000000477,8,274.72600000000966,0,0,0,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,5,12.5,3600.0,0.0,0.0,,No collection,395.95100000000093,9,1168.6249999999927,0,0,0,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,6,13.5,3600.0,0.0,0.0,,No collection,178.26000000000204,9,455.48599999999715,1,0,1,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,7,14.5,3600.0,0.0,0.0,,No collection,547.653999999995,7,739.6830000000118,0,0,0,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,8,15.5,3600.0,0.0,0.0,,No collection,457.5060000000012,8,1176.5400000000009,0,0,0,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,9,16.5,3600.0,0.0,0.0,,No collection,672.3800000000047,10,1106.9179999999978,1,1,0,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,10,17.5,3600.0,0.0,0.0,,No collection,110.61299999999756,3,1477.3989999999976,1,0,1,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,11,18.5,3600.0,0.0,0.0,,No collection,40.179999999993015,2,44.37799999999697,0,0,0,0,1,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,12,19.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V4,2017-12-12,Tuesday,Observer 3,0,13,20.044511111111113,320.4800000000032,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
N8,2017-12-13,Wednesday,Observer 2,1,1,8.6,2880.0,0.0,0.0,-3.687092222222222,Pre-collection,45.58699999999999,1,47.423,0,0,0,0,1,0,1,1
N8,2017-12-13,Wednesday,Observer 2,1,2,9.5,3600.0,0.0,0.0,-2.787092222222222,Pre-collection,167.53800000000047,3,179.45000000000073,0,0,0,0,1,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,3,10.5,3600.0,0.0,0.0,-1.787092222222222,Pre-collection,173.97800000000188,11,400.8500000000022,1,0,0,1,1,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,4,11.5,3600.0,0.0,0.0,-0.787092222222222,Pre-collection,168.63200000000143,9,705.2849999999944,0,0,0,0,1,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,5,12.5,3600.0,2566.4680000000008,0.712907777777778,0.212907777777778,Straddles collection end,595.3979999999992,16,1146.2920000000013,1,0,0,1,1,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,6,13.5,3600.0,3600.0,1.0,1.212907777777778,Post-collection,390.30500000000393,17,839.3760000000075,0,0,0,0,1,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,7,14.5,3600.0,3600.0,1.0,2.212907777777778,Post-collection,0.0,0,143.48300000000017,0,0,0,0,0,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,8,15.5,3600.0,3600.0,1.0,3.212907777777778,Post-collection,113.90000000000873,6,1193.7589999999982,0,0,0,0,1,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,9,16.5,3600.0,3600.0,1.0,4.212907777777778,Post-collection,383.57300000000396,7,812.260000000002,0,0,0,0,1,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,10,17.5,3600.0,3600.0,1.0,5.212907777777778,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,11,18.5,3600.0,3600.0,1.0,6.212907777777778,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N8,2017-12-13,Wednesday,Observer 2,1,12,19.412287499999998,2968.470000000001,2968.470000000001,1.0,7.125195277777778,Post-collection,0.0,0,0.0,0,0,0,0,0,0,0,1
M(7),2017-12-14,Thursday,Observer 1,0,1,10.908333333333333,660.0,0.0,0.0,,No collection,36.26100000000008,2,38.24400000000003,1,0,1,0,1,0,1,1
M(7),2017-12-14,Thursday,Observer 1,0,2,11.5,3600.0,0.0,0.0,,No collection,1075.7359999999985,34,2325.121,9,3,6,0,1,1,0,1
M(7),2017-12-14,Thursday,Observer 1,0,3,12.5,3600.0,0.0,0.0,,No collection,648.8170000000009,18,1384.1450000000004,0,0,0,0,1,1,0,1
M(7),2017-12-14,Thursday,Observer 1,0,4,13.5,3600.0,0.0,0.0,,No collection,920.1919999999955,20,2183.720999999993,3,1,2,0,1,1,0,1
M(7),2017-12-14,Thursday,Observer 1,0,5,14.5,3600.0,0.0,0.0,,No collection,165.96100000000115,5,1389.7249999999985,2,0,2,0,1,1,0,1
M(7),2017-12-14,Thursday,Observer 1,0,6,15.5,3600.0,0.0,0.0,,No collection,135.87399999999798,4,733.3870000000006,3,1,2,0,1,1,0,1
M(7),2017-12-14,Thursday,Observer 1,0,7,16.5,3600.0,0.0,0.0,,No collection,404.1239999999998,5,406.775999999998,0,0,0,0,1,1,0,1
M(7),2017-12-14,Thursday,Observer 1,0,8,17.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(7),2017-12-14,Thursday,Observer 1,0,9,18.469587499999996,3381.029999999999,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
V5,2017-12-15,Friday,Observer 3,1,1,6.991666666666667,60.0,0.0,0.0,-3.2853833333333324,Pre-collection,0.0,0,0.0,0,0,0,0,0,0,1,1
V5,2017-12-15,Friday,Observer 3,1,2,7.5,3600.0,0.0,0.0,-2.777049999999999,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V5,2017-12-15,Friday,Observer 3,1,3,8.5,3600.0,0.0,0.0,-1.7770499999999994,Pre-collection,218.19200000000274,7,245.6010000000024,0,0,0,0,1,1,0,1
V5,2017-12-15,Friday,Observer 3,1,4,9.5,3600.0,0.0,0.0,-0.7770499999999992,Pre-collection,297.24299999998766,7,510.98100000000704,0,0,0,0,1,1,0,1
V5,2017-12-15,Friday,Observer 3,1,5,10.5,3600.0,2602.6200000000026,0.7229500000000008,0.22295000000000073,Straddles collection end,0.0,0,0.0,0,0,0,0,0,1,0,1
V5,2017-12-15,Friday,Observer 3,1,6,11.5,3600.0,3600.0,1.0,1.2229500000000006,Post-collection,106.08899999999267,4,344.4029999999984,0,0,0,0,1,1,0,1
V5,2017-12-15,Friday,Observer 3,1,7,12.5,3600.0,3600.0,1.0,2.222950000000001,Post-collection,314.4430000000284,16,1048.5940000000046,0,0,0,0,1,1,0,1
V5,2017-12-15,Friday,Observer 3,1,8,13.5,3600.0,3600.0,1.0,3.222950000000001,Post-collection,406.73500000000786,8,895.7059999999983,1,0,1,0,1,1,0,1
V5,2017-12-15,Friday,Observer 3,1,9,14.5,3600.0,3600.0,1.0,4.222950000000001,Post-collection,184.69300000000658,3,248.7260000000024,0,0,0,0,1,1,0,1
V5,2017-12-15,Friday,Observer 3,1,10,15.5,3600.0,3600.0,1.0,5.222950000000001,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V5,2017-12-15,Friday,Observer 3,1,11,16.5,3600.0,3600.0,1.0,6.222950000000001,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V5,2017-12-15,Friday,Observer 3,1,12,17.5,3600.0,3600.0,1.0,7.222950000000001,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V5,2017-12-15,Friday,Observer 3,1,13,18.28690277777778,2065.699999999997,2065.699999999997,1.0,8.009852777777779,Post-collection,0.0,0,0.0,0,0,0,0,0,0,0,1
V6,2017-12-16,Saturday,Observer 3,0,1,7.633333333333333,2640.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,1,1
V6,2017-12-16,Saturday,Observer 3,0,2,8.5,3600.0,0.0,0.0,,No collection,150.6239999999998,4,359.382999999998,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,3,9.5,3600.0,0.0,0.0,,No collection,103.15000000000146,1,119.73999999999796,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,4,10.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,5,11.5,3600.0,0.0,0.0,,No collection,39.82199999999284,3,41.291000000004715,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,6,12.5,3600.0,0.0,0.0,,No collection,66.32500000000437,2,276.5060000000085,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,7,13.5,3600.0,0.0,0.0,,No collection,74.16000000000349,1,356.1909999999989,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,8,14.5,3600.0,0.0,0.0,,No collection,245.70100000000093,2,270.41999999999825,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,9,15.5,3600.0,0.0,0.0,,No collection,370.1359999999913,10,622.3050000000003,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,10,16.5,3600.0,0.0,0.0,,No collection,419.7490000000107,11,840.6070000000109,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,11,17.5,3600.0,0.0,0.0,,No collection,314.75900000001275,3,316.7479999999923,0,0,0,0,1,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,12,18.5,3600.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V6,2017-12-16,Saturday,Observer 3,0,13,19.00405,29.160000000003492,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
V7,2017-12-20,Wednesday,Observer 3,1,1,6.783333333333333,1560.0,0.0,0.0,-4.293053333333333,Pre-collection,0.0,0,0.0,0,0,0,0,0,0,1,1
V7,2017-12-20,Wednesday,Observer 3,1,2,7.5,3600.0,0.0,0.0,-3.576386666666666,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,3,8.5,3600.0,0.0,0.0,-2.576386666666666,Pre-collection,165.4389999999985,10,329.29899999999907,0,0,0,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,4,9.5,3600.0,0.0,0.0,-1.5763866666666662,Pre-collection,328.59999999999127,11,600.1910000000207,0,0,0,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,5,10.5,3600.0,0.0,0.0,-0.5763866666666662,Pre-collection,337.9569999999949,15,1166.260000000002,1,0,1,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,6,11.5,3600.0,3325.0080000000016,0.9236133333333338,0.4236133333333338,Straddles collection end,256.47499999999127,15,1165.1199999999808,0,0,0,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,7,12.5,3600.0,3600.0,1.0,1.4236133333333338,Post-collection,449.72199999997247,14,1070.106000000007,1,0,1,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,8,13.5,3600.0,3600.0,1.0,2.423613333333334,Post-collection,244.3650000000198,12,805.9119999999966,0,0,0,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,9,14.5,3600.0,3600.0,1.0,3.423613333333334,Post-collection,376.474000000002,12,1265.4099999999962,2,1,1,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,10,15.5,3600.0,3600.0,1.0,4.423613333333334,Post-collection,364.3819999999978,12,475.7329999999856,0,0,0,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,11,16.5,3600.0,3600.0,1.0,5.423613333333334,Post-collection,183.528999999995,7,387.5610000000015,0,0,0,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,12,17.5,3600.0,3600.0,1.0,6.423613333333334,Post-collection,84.88999999999942,3,301.9360000000015,0,0,0,0,1,1,0,1
V7,2017-12-20,Wednesday,Observer 3,1,13,18.5,3600.0,3600.0,1.0,7.423613333333334,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
