observation_number,observation_label,original_recording_id,observation_date,observer,collection_day,bin_number,clock_hour,camera_seconds,post_collection_fraction,raw_at_site_seconds,foraging_within_raw_at_site_seconds,focal_visible_union_seconds,all_foraging_seconds
3,Observation 3,V2,2017-11-29,Observer 3,1,12,14.25,1800.0,1.0,628.5299999999988,281.7149999999965,628.5299999999988,281.7149999999965
3,Observation 3,V2,2017-11-29,Observer 3,1,13,14.75,1800.0,1.0,343.45300000000134,197.94099999999162,343.45300000000134,197.94099999999162
3,Observation 3,V2,2017-11-29,Observer 3,1,14,15.25,1800.0,1.0,326.9739999999947,268.06900000000314,326.9739999999947,268.06900000000314
3,Observation 3,V2,2017-11-29,Observer 3,1,15,15.75,1800.0,1.0,543.8729999999996,286.90200000000914,543.8729999999996,286.90200000000914
3,Observation 3,V2,2017-11-29,Observer 3,1,16,16.228888888888886,1649.8400000000001,1.0,141.25,0,141.25,0.0
4,Observation 4,V3,2017-11-30,Observer 3,0,1,15.791666666666666,1500.0,0.0,415.82300000000396,237.49700000000303,415.82300000000396,237.49700000000303
4,Observation 4,V3,2017-11-30,Observer 3,0,2,16.25,1800.0,0.0,845.3480000000054,366.64699999998993,845.3480000000054,366.64699999998993
4,Observation 4,V3,2017-11-30,Observer 3,0,3,16.75,1800.0,0.0,0.0,0.0,0.0,0.0
4,Observation 4,V3,2017-11-30,Observer 3,0,4,17.25,1800.0,0.0,0.0,0.0,0.0,0.0
4,Observation 4,V3,2017-11-30,Observer 3,0,5,17.75,1800.0,0.0,210.9649999999965,0,210.9649999999965,0.0
4,Observation 4,V3,2017-11-30,Observer 3,0,6,18.003888888888888,28.23999999999978,0.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,1,8.275,1620.0,0.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,2,8.75,1800.0,0.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,3,9.25,1800.0,0.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,4,9.75,1800.0,0.0,100.16600000000017,89.1880000000001,100.16600000000017,89.1880000000001
5,Observation 5,N4,2017-12-01,Observer 2,1,5,10.25,1800.0,0.0,295.8919999999998,230.14199999999983,295.8919999999998,230.14199999999983
5,Observation 5,N4,2017-12-01,Observer 2,1,6,10.75,1800.0,0.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,7,11.25,1800.0,0.0,121.7489999999998,116.8119999999999,121.7489999999998,116.8119999999999
5,Observation 5,N4,2017-12-01,Observer 2,1,8,11.75,1800.0,0.0,510.8219999999983,456.9410000000007,510.8219999999983,456.9410000000007
5,Observation 5,N4,2017-12-01,Observer 2,1,9,12.25,1800.0,0.8218544444444443,351.2450000000008,95.47500000000036,351.2450000000008,95.47500000000036
5,Observation 5,N4,2017-12-01,Observer 2,1,10,12.75,1800.0,1.0,344.48099999999977,330.45100000000093,344.48099999999977,330.45100000000093
5,Observation 5,N4,2017-12-01,Observer 2,1,11,13.25,1800.0,1.0,920.0930000000008,400.54299999999785,920.0930000000008,400.54299999999785
5,Observation 5,N4,2017-12-01,Observer 2,1,12,13.75,1800.0,1.0,100.3070000000007,95.74699999999575,100.3070000000007,95.74699999999575
