observation_number,observation_label,original_recording_id,observation_date,observer,collection_day,bin_number,clock_hour,camera_seconds,post_collection_fraction,raw_at_site_seconds,foraging_within_raw_at_site_seconds,focal_visible_union_seconds,all_foraging_seconds
5,Observation 5,N4,2017-12-01,Observer 2,1,13,14.25,1800.0,1.0,845.3589999999967,574.6190000000024,845.3589999999967,574.6190000000024
5,Observation 5,N4,2017-12-01,Observer 2,1,14,14.75,1800.0,1.0,476.64600000000064,414.5039999999972,476.64600000000064,414.5039999999972
5,Observation 5,N4,2017-12-01,Observer 2,1,15,15.25,1800.0,1.0,199.33199999999852,190.23900000000503,199.33199999999852,190.23900000000503
5,Observation 5,N4,2017-12-01,Observer 2,1,16,15.75,1800.0,1.0,35.168000000001484,0,35.168000000001484,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,17,16.25,1800.0,1.0,132.96700000000055,67.47100000000137,132.96700000000055,67.47100000000137
5,Observation 5,N4,2017-12-01,Observer 2,1,18,16.75,1800.0,1.0,236.7679999999964,115.56900000000314,236.7679999999964,115.56900000000314
5,Observation 5,N4,2017-12-01,Observer 2,1,19,17.25,1800.0,1.0,82.82800000000134,68.87199999999575,82.82800000000134,68.87199999999575
5,Observation 5,N4,2017-12-01,Observer 2,1,20,17.75,1800.0,1.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,21,18.25,1800.0,1.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,22,18.75,1800.0,1.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,23,19.25,1800.0,1.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,24,19.75,1800.0,1.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,25,20.25,1800.0,1.0,0.0,0.0,0.0,0.0
5,Observation 5,N4,2017-12-01,Observer 2,1,26,20.610277777777778,795.1399999999994,1.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,1,8.366666666666667,960.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,2,8.75,1800.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,3,9.25,1800.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,4,9.75,1800.0,0.0,285.66299999999956,93.41000000000076,285.66299999999956,93.41000000000076
6,Observation 6,M(4),2017-12-02,Observer 1,0,5,10.25,1800.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,6,10.75,1800.0,0.0,772.9650000000038,329.48799999999574,772.9650000000038,329.48799999999574
6,Observation 6,M(4),2017-12-02,Observer 1,0,7,11.25,1800.0,0.0,1144.5729999999985,149.4920000000002,1144.5729999999985,149.4920000000002
6,Observation 6,M(4),2017-12-02,Observer 1,0,8,11.75,1800.0,0.0,974.1499999999996,29.71600000000035,974.1499999999996,29.71600000000035
6,Observation 6,M(4),2017-12-02,Observer 1,0,9,12.25,1800.0,0.0,909.0310000000027,522.5170000000016,909.0310000000027,522.5170000000016
6,Observation 6,M(4),2017-12-02,Observer 1,0,10,12.75,1800.0,0.0,774.0099999999911,614.9749999999949,801.1079999999929,642.0729999999967
6,Observation 6,M(4),2017-12-02,Observer 1,0,11,13.25,1800.0,0.0,1276.2230000000054,815.9130000000005,1276.2230000000054,815.9130000000005
6,Observation 6,M(4),2017-12-02,Observer 1,0,12,13.75,1800.0,0.0,623.0660000000025,145.73500000000422,623.0660000000025,145.73500000000422
6,Observation 6,M(4),2017-12-02,Observer 1,0,13,14.25,1800.0,0.0,433.0829999999987,322.4499999999971,433.0829999999987,322.4499999999971
6,Observation 6,M(4),2017-12-02,Observer 1,0,14,14.75,1800.0,0.0,88.74200000000201,54.51600000000326,88.74200000000201,54.51600000000326
6,Observation 6,M(4),2017-12-02,Observer 1,0,15,15.25,1800.0,0.0,1322.5759999999937,815.6729999999989,1322.5759999999937,815.6729999999989
6,Observation 6,M(4),2017-12-02,Observer 1,0,16,15.75,1800.0,0.0,622.3650000000052,453.8919999999962,622.3650000000052,453.8919999999962
6,Observation 6,M(4),2017-12-02,Observer 1,0,17,16.25,1800.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,18,16.75,1800.0,0.0,337.46600000000035,122.90999999999622,337.46600000000035,122.90999999999622
6,Observation 6,M(4),2017-12-02,Observer 1,0,19,17.25,1800.0,0.0,1513.5249999999905,336.41699999999764,1513.5249999999905,336.41699999999764
6,Observation 6,M(4),2017-12-02,Observer 1,0,20,17.75,1800.0,0.0,539.6119999999937,274.7279999999955,539.6119999999937,274.7279999999955
6,Observation 6,M(4),2017-12-02,Observer 1,0,21,18.25,1800.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,22,18.75,1800.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,23,19.25,1800.0,0.0,0.0,0.0,0.0,0.0
6,Observation 6,M(4),2017-12-02,Observer 1,0,24,19.576944444444443,554.0400000000009,0.0,0.0,0.0,0.0,0.0
7,Observation 7,N5,2017-12-03,Observer 2,0,1,9.841666666666667,1140.0,0.0,0.0,0.0,0.0,0.0
7,Observation 7,N5,2017-12-03,Observer 2,0,2,10.25,1800.0,0.0,755.6940000000004,60.29699999999957,755.6940000000004,60.29699999999957
7,Observation 7,N5,2017-12-03,Observer 2,0,3,10.75,1800.0,0.0,773.2279999999992,630.2330000000002,773.2279999999992,630.2330000000002
7,Observation 7,N5,2017-12-03,Observer 2,0,4,11.25,1800.0,0.0,599.7969999999996,375.9989999999998,599.7969999999996,375.9989999999998
7,Observation 7,N5,2017-12-03,Observer 2,0,5,11.75,1800.0,0.0,0.0,0.0,0.0,0.0
7,Observation 7,N5,2017-12-03,Observer 2,0,6,12.25,1800.0,0.0,468.02200000000084,460.2610000000004,468.02200000000084,460.2610000000004
7,Observation 7,N5,2017-12-03,Observer 2,0,7,12.75,1800.0,0.0,1052.2839999999997,209.8720000000012,1105.2080000000005,262.7960000000021
7,Observation 7,N5,2017-12-03,Observer 2,0,8,13.25,1800.0,0.0,930.5,185.91599999999926,1171.6979999999985,427.11399999999776
7,Observation 7,N5,2017-12-03,Observer 2,0,9,13.75,1800.0,0.0,335.753999999999,282.4220000000023,335.753999999999,282.4220000000023
