observation_id,observation_date,weekday,observer,collection_day,bin_number,clock_hour,camera_seconds,post_collection_camera_seconds,post_collection_fraction,hours_from_collection_midpoint,collection_phase,foraging_seconds,foraging_bouts,focal_visible_seconds,displacement_events,displacement_focal_to_others,displacement_others_to_focal,displacement_unspecified,any_foraging,full_bin,ar_start,exclude_n3
N2,2017-10-23,Monday,Observer 2,1,18,11.625,900.0,900.0,1.0,1.027427222222222,Post-collection,289.0679999999993,7,609.985999999999,0,0,0,0,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,19,11.875,900.0,900.0,1.0,1.277427222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N2,2017-10-23,Monday,Observer 2,1,20,12.125,900.0,900.0,1.0,1.527427222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N2,2017-10-23,Monday,Observer 2,1,21,12.375,900.0,900.0,1.0,1.777427222222222,Post-collection,433.7649999999958,5,439.15300000000207,1,0,0,1,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,22,12.625,900.0,900.0,1.0,2.0274272222222223,Post-collection,138.7430000000022,4,369.78399999999965,0,0,0,0,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,23,12.875,900.0,900.0,1.0,2.2774272222222223,Post-collection,72.82600000000457,3,84.44100000000253,0,0,0,0,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,24,13.125,900.0,900.0,1.0,2.5274272222222223,Post-collection,217.42000000000553,3,696.9469999999965,0,0,0,0,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,25,13.375,900.0,900.0,1.0,2.7774272222222223,Post-collection,150.74199999999837,7,753.7469999999994,5,0,0,5,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,26,13.625,900.0,900.0,1.0,3.0274272222222223,Post-collection,540.2750000000051,11,611.5269999999982,1,0,0,1,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,27,13.875,900.0,900.0,1.0,3.2774272222222223,Post-collection,73.12700000000405,2,79.25000000000364,0,0,0,0,1,1,0,1
N2,2017-10-23,Monday,Observer 2,1,28,14.125,900.0,900.0,1.0,3.5274272222222223,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N2,2017-10-23,Monday,Observer 2,1,29,14.375,900.0,900.0,1.0,3.7774272222222223,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N2,2017-10-23,Monday,Observer 2,1,30,14.517152777777778,123.5,123.5,1.0,3.91958,Post-collection,0.0,0,0.0,0,0,0,0,0,0,0,1
N3,2017-10-25,Wednesday,Observer 2,1,1,10.658333333333333,660.0,460.635,0.6979318181818182,0.0362875,Straddles collection end,298.319,6,321.661,3,0,0,3,1,0,1,0
N3,2017-10-25,Wednesday,Observer 2,1,2,10.875,900.0,900.0,1.0,0.25295416666666665,Post-collection,321.56500000000017,6,418.481,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,3,11.125,900.0,900.0,1.0,0.5029541666666667,Post-collection,87.87500000000023,3,110.596,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,4,11.375,900.0,900.0,1.0,0.7529541666666667,Post-collection,169.42100000000028,3,293.36799999999994,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,5,11.625,900.0,900.0,1.0,1.0029541666666668,Post-collection,198.721,7,267.0150000000003,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,6,11.875,900.0,900.0,1.0,1.2529541666666668,Post-collection,16.313999999999396,2,174.6249999999991,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,7,12.125,900.0,900.0,1.0,1.5029541666666668,Post-collection,20.459000000000742,2,39.34900000000016,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,8,12.375,900.0,900.0,1.0,1.7529541666666668,Post-collection,446.7659999999987,6,868.7049999999999,2,0,0,2,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,9,12.625,900.0,900.0,1.0,2.0029541666666666,Post-collection,192.1200000000017,7,445.85799999999927,1,0,0,1,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,10,12.875,900.0,900.0,1.0,2.2529541666666666,Post-collection,38.05300000000079,3,769.7299999999996,2,0,0,2,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,11,13.125,900.0,900.0,1.0,2.5029541666666666,Post-collection,187.41399999999703,3,528.8740000000016,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,12,13.375,900.0,900.0,1.0,2.7529541666666666,Post-collection,301.65400000000045,3,353.878999999999,1,0,0,1,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,13,13.625,900.0,900.0,1.0,3.0029541666666666,Post-collection,237.8530000000028,10,777.4349999999959,1,0,0,1,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,14,13.875,900.0,900.0,1.0,3.2529541666666666,Post-collection,114.87300000000141,2,131.10399999999936,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,15,14.125,900.0,900.0,1.0,3.5029541666666666,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,16,14.375,900.0,900.0,1.0,3.7529541666666666,Post-collection,149.44500000000153,4,160.3169999999991,0,0,0,0,1,1,0,0
N3,2017-10-25,Wednesday,Observer 2,1,17,14.522986111111111,165.5,165.5,1.0,3.900940277777778,Post-collection,10.227000000000771,1,13.960000000000946,0,0,0,0,1,0,0,0
V2,2017-11-29,Wednesday,Observer 3,1,1,8.733333333333333,120.0,0.0,0.0,-3.2045630555555564,Pre-collection,0.0,0,0.0,0,0,0,0,0,0,1,1
V2,2017-11-29,Wednesday,Observer 3,1,2,8.875,900.0,0.0,0.0,-3.06289638888889,Pre-collection,49.89999999999782,2,68.86299999999756,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,3,9.125,900.0,0.0,0.0,-2.81289638888889,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,4,9.375,900.0,0.0,0.0,-2.56289638888889,Pre-collection,17.773999999997613,1,56.65799999999581,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,5,9.625,900.0,0.0,0.0,-2.31289638888889,Pre-collection,28.174000000006345,3,127.29100000000471,1,0,1,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,6,9.875,900.0,0.0,0.0,-2.06289638888889,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,7,10.125,900.0,0.0,0.0,-1.8128963888888898,Pre-collection,172.0480000000025,6,289.88999999999214,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,8,10.375,900.0,0.0,0.0,-1.5628963888888898,Pre-collection,205.59799999999814,4,212.74599999999919,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,9,10.625,900.0,0.0,0.0,-1.3128963888888898,Pre-collection,74.55199999999604,2,277.96600000000035,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,10,10.875,900.0,0.0,0.0,-1.0628963888888898,Pre-collection,16.92500000000291,2,141.12999999999738,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,11,11.125,900.0,0.0,0.0,-0.8128963888888898,Pre-collection,83.10800000000017,2,657.7869999999966,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,12,11.375,900.0,0.0,0.0,-0.5628963888888898,Pre-collection,0.0,0,900.0,0,0,0,0,0,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,13,11.625,900.0,0.0,0.0,-0.3128963888888898,Pre-collection,47.93000000000757,3,313.54999999999563,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,14,11.875,900.0,223.57299999999668,0.24841444444444075,-0.0628963888888898,Straddles collection end,68.36000000000058,2,70.03199999999924,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,15,12.125,900.0,900.0,1.0,0.18710361111111018,Post-collection,434.3980000000156,10,882.4689999999973,2,2,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,16,12.375,900.0,900.0,1.0,0.4371036111111102,Post-collection,9.30899999999383,1,81.81099999999424,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,17,12.625,900.0,900.0,1.0,0.6871036111111102,Post-collection,86.81999999999971,1,280.724000000002,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,18,12.875,900.0,900.0,1.0,0.9371036111111102,Post-collection,112.12099999999919,2,399.9939999999915,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,19,13.125,900.0,900.0,1.0,1.1871036111111102,Post-collection,315.2300000000032,5,543.1060000000143,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,20,13.375,900.0,900.0,1.0,1.4371036111111102,Post-collection,230.61899999999878,0,890.5699999999997,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,21,13.625,900.0,900.0,1.0,1.6871036111111102,Post-collection,0.0,0,128.2280000000028,0,0,0,0,0,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,22,13.875,900.0,900.0,1.0,1.9371036111111102,Post-collection,96.26900000000023,1,147.7260000000024,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,23,14.125,900.0,900.0,1.0,2.18710361111111,Post-collection,222.99799999999232,3,566.1510000000053,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,24,14.375,900.0,900.0,1.0,2.43710361111111,Post-collection,58.71700000000419,2,62.37899999999354,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,25,14.625,900.0,900.0,1.0,2.68710361111111,Post-collection,115.47799999999552,1,224.4649999999965,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,26,14.875,900.0,900.0,1.0,2.93710361111111,Post-collection,82.4629999999961,1,118.98800000000483,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,27,15.125,900.0,900.0,1.0,3.18710361111111,Post-collection,33.18900000000576,1,51.49699999999575,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,28,15.375,900.0,900.0,1.0,3.43710361111111,Post-collection,234.87999999999738,2,275.47699999999895,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,29,15.625,900.0,900.0,1.0,3.68710361111111,Post-collection,110.35700000000361,1,317.78800000000047,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,30,15.875,900.0,900.0,1.0,3.93710361111111,Post-collection,176.54500000000553,5,226.08499999999913,0,0,0,0,1,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,31,16.125,900.0,900.0,1.0,4.187103611111111,Post-collection,0.0,0,141.25,0,0,0,0,0,1,0,1
V2,2017-11-29,Wednesday,Observer 3,1,32,16.354144444444444,749.8400000000001,749.8400000000001,1.0,4.416248055555554,Post-collection,0.0,0,0.0,0,0,0,0,0,0,0,1
V3,2017-11-30,Thursday,Observer 3,0,1,15.666666666666666,600.0,0.0,0.0,,No collection,113.55800000000454,4,282.6030000000028,0,0,0,0,1,0,1,1
V3,2017-11-30,Thursday,Observer 3,0,2,15.875,900.0,0.0,0.0,,No collection,123.93899999999849,4,133.22000000000116,0,0,0,0,1,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,3,16.125,900.0,0.0,0.0,,No collection,365.91799999999057,5,842.5810000000056,0,0,0,0,1,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,4,16.375,900.0,0.0,0.0,,No collection,0.7289999999993597,0,2.7669999999998254,0,0,0,0,1,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,5,16.625,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,6,16.875,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,7,17.125,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,8,17.375,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,9,17.625,900.0,0.0,0.0,,No collection,0.0,0,82.11200000000099,0,0,0,0,0,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,10,17.875,900.0,0.0,0.0,,No collection,0.0,0,128.85299999999552,0,0,0,0,0,1,0,1
V3,2017-11-30,Thursday,Observer 3,0,11,18.003922222222222,28.23999999999978,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,0,1
N4,2017-12-01,Friday,Observer 2,1,1,8.15,720.0,0.0,0.0,-3.9390727777777776,Pre-collection,0.0,0,0.0,0,0,0,0,0,0,1,1
N4,2017-12-01,Friday,Observer 2,1,2,8.375,900.0,0.0,0.0,-3.714072777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,3,8.625,900.0,0.0,0.0,-3.464072777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,4,8.875,900.0,0.0,0.0,-3.214072777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,5,9.125,900.0,0.0,0.0,-2.964072777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,6,9.375,900.0,0.0,0.0,-2.714072777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,7,9.625,900.0,0.0,0.0,-2.464072777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,8,9.875,900.0,0.0,0.0,-2.214072777777778,Pre-collection,89.1880000000001,2,100.16600000000017,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,9,10.125,900.0,0.0,0.0,-1.9640727777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,10,10.375,900.0,0.0,0.0,-1.7140727777777778,Pre-collection,230.14199999999983,3,295.8919999999998,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,11,10.625,900.0,0.0,0.0,-1.4640727777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,12,10.875,900.0,0.0,0.0,-1.2140727777777778,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,13,11.125,900.0,0.0,0.0,-0.9640727777777779,Pre-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,14,11.375,900.0,0.0,0.0,-0.7140727777777779,Pre-collection,116.8119999999999,2,121.7489999999998,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,15,11.625,900.0,0.0,0.0,-0.46407277777777783,Pre-collection,122.59699999999975,4,165.621000000001,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,16,11.875,900.0,0.0,0.0,-0.21407277777777786,Pre-collection,334.34400000000096,6,345.2009999999973,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,17,12.125,900.0,579.3379999999997,0.6437088888888886,0.03592722222222215,Straddles collection end,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,18,12.375,900.0,900.0,1.0,0.28592722222222217,Post-collection,95.47500000000036,4,351.2450000000008,1,0,0,1,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,19,12.625,900.0,900.0,1.0,0.5359272222222221,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,20,12.875,900.0,900.0,1.0,0.7859272222222221,Post-collection,330.45100000000093,6,344.48099999999977,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,21,13.125,900.0,900.0,1.0,1.0359272222222222,Post-collection,276.2220000000016,1,539.7799999999988,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,22,13.375,900.0,900.0,1.0,1.2859272222222222,Post-collection,124.32099999999627,4,380.3130000000019,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,23,13.625,900.0,900.0,1.0,1.5359272222222222,Post-collection,95.74699999999575,3,100.3070000000007,1,0,0,1,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,24,13.875,900.0,900.0,1.0,1.7859272222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,25,14.125,900.0,900.0,1.0,2.035927222222222,Post-collection,334.59599999999773,5,589.237000000001,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,26,14.375,900.0,900.0,1.0,2.285927222222222,Post-collection,240.02300000000469,3,256.12199999999575,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,27,14.625,900.0,900.0,1.0,2.535927222222222,Post-collection,47.315999999998894,0,100.81999999999971,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,28,14.875,900.0,900.0,1.0,2.785927222222222,Post-collection,367.1879999999983,4,375.82600000000093,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,29,15.125,900.0,900.0,1.0,3.035927222222222,Post-collection,170.3580000000038,3,178.3760000000002,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,30,15.375,900.0,900.0,1.0,3.285927222222222,Post-collection,19.881000000001222,0,20.955999999998312,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,31,15.625,900.0,900.0,1.0,3.535927222222222,Post-collection,0.0,0,35.168000000001484,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,32,15.875,900.0,900.0,1.0,3.785927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,33,16.125,900.0,900.0,1.0,4.035927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,34,16.375,900.0,900.0,1.0,4.285927222222222,Post-collection,67.47100000000137,2,132.96700000000055,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,35,16.625,900.0,900.0,1.0,4.535927222222222,Post-collection,99.44400000000314,2,129.11199999999735,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,36,16.875,900.0,900.0,1.0,4.785927222222222,Post-collection,16.125,1,107.65599999999904,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,37,17.125,900.0,900.0,1.0,5.035927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,38,17.375,900.0,900.0,1.0,5.285927222222222,Post-collection,68.87199999999575,2,82.82800000000134,0,0,0,0,1,1,0,1
N4,2017-12-01,Friday,Observer 2,1,39,17.625,900.0,900.0,1.0,5.535927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,40,17.875,900.0,900.0,1.0,5.785927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,41,18.125,900.0,900.0,1.0,6.035927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,42,18.375,900.0,900.0,1.0,6.285927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,43,18.625,900.0,900.0,1.0,6.535927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,44,18.875,900.0,900.0,1.0,6.785927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,45,19.125,900.0,900.0,1.0,7.035927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,46,19.375,900.0,900.0,1.0,7.285927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,47,19.625,900.0,900.0,1.0,7.535927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,48,19.875,900.0,900.0,1.0,7.785927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,49,20.125,900.0,900.0,1.0,8.035927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,50,20.375,900.0,900.0,1.0,8.285927222222222,Post-collection,0.0,0,0.0,0,0,0,0,0,1,0,1
N4,2017-12-01,Friday,Observer 2,1,51,20.610436111111113,795.1399999999994,795.1399999999994,1.0,8.521363333333333,Post-collection,0.0,0,0.0,0,0,0,0,0,0,0,1
M(4),2017-12-02,Saturday,Observer 1,0,1,8.241666666666665,60.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,0,1,1
M(4),2017-12-02,Saturday,Observer 1,0,2,8.375,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,3,8.625,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,4,8.875,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,5,9.125,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,6,9.375,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,7,9.625,900.0,0.0,0.0,,No collection,0.0,0,129.26699999999983,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,8,9.875,900.0,0.0,0.0,,No collection,93.41000000000076,3,156.39599999999973,0,0,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,9,10.125,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,10,10.375,900.0,0.0,0.0,,No collection,0.0,0,0.0,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,11,10.625,900.0,0.0,0.0,,No collection,245.42299999999705,5,474.1710000000021,1,0,1,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,12,10.875,900.0,0.0,0.0,,No collection,84.06499999999869,2,298.7940000000017,0,0,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,13,11.125,900.0,0.0,0.0,,No collection,64.42799999999988,1,256.64899999999943,0,0,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,14,11.375,900.0,0.0,0.0,,No collection,85.0640000000003,0,887.9239999999991,0,0,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,15,11.625,900.0,0.0,0.0,,No collection,0.0,0,463.259,0,0,0,0,0,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,16,11.875,900.0,0.0,0.0,,No collection,29.71600000000035,1,510.8909999999996,0,0,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,17,12.125,900.0,0.0,0.0,,No collection,377.97400000000016,3,419.57900000000154,1,0,1,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,18,12.375,900.0,0.0,0.0,,No collection,144.54300000000148,6,489.45200000000114,1,1,0,0,1,1,0,1
M(4),2017-12-02,Saturday,Observer 1,0,19,12.625,900.0,0.0,0.0,,No collection,58.04999999999745,4,176.9509999999991,0,0,0,0,1,1,0,1
