observation_number,observation_label,original_recording_id,observation_date,observer,collection_day,bin_number,bin_start_local,bin_stop_local,clock_hour,camera_seconds,post_collection_fraction,hours_from_collection_midpoint,collection_phase,focal_visible_seconds,group_size_known_seconds,group_size_person_seconds,time_weighted_mean_group_size,multiple_grackle_seconds,multiple_grackle_fraction,focal_competitor_seconds_lower_bound,group_size_9plus_seconds,displacement_events_all,displacement_events_with_known_group,displacement_events_with_recorded_competitor,maximum_group_size_lower_bound
6,Observation 6,M(4),2017-12-02,Observer 1,0,20,2017-12-02T17:30:00.000,2017-12-02T18:00:00.000,17.75,1800.0,0.0,,No collection,539.6119999999937,539.6119999999937,850.6269999999931,1.5763678346663956,202.2679999999964,0.3748396996360325,311.0149999999994,0.0,0,0,0,3
6,Observation 6,M(4),2017-12-02,Observer 1,0,21,2017-12-02T18:00:00.000,2017-12-02T18:30:00.000,18.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
6,Observation 6,M(4),2017-12-02,Observer 1,0,22,2017-12-02T18:30:00.000,2017-12-02T19:00:00.000,18.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
6,Observation 6,M(4),2017-12-02,Observer 1,0,23,2017-12-02T19:00:00.000,2017-12-02T19:30:00.000,19.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
6,Observation 6,M(4),2017-12-02,Observer 1,0,24,2017-12-02T19:30:00.000,2017-12-02T20:00:00.000,19.576944444444443,554.0400000000009,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
7,Observation 7,N5,2017-12-03,Observer 2,0,1,2017-12-03T09:30:00.000,2017-12-03T10:00:00.000,9.841666666666667,1140.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
7,Observation 7,N5,2017-12-03,Observer 2,0,2,2017-12-03T10:00:00.000,2017-12-03T10:30:00.000,10.25,1800.0,0.0,,No collection,755.6940000000004,755.6940000000004,2140.450000000001,2.8324295283540692,627.4470000000001,0.8302924199477564,1384.7560000000008,1.3220000000001164,0,0,0,9
7,Observation 7,N5,2017-12-03,Observer 2,0,3,2017-12-03T10:30:00.000,2017-12-03T11:00:00.000,10.75,1800.0,0.0,,No collection,773.2279999999992,771.846,2270.1799999999994,2.9412343913164016,583.8090000000002,0.7563801587363285,1498.3339999999994,0.0,2,2,2,6
7,Observation 7,N5,2017-12-03,Observer 2,0,4,2017-12-03T11:00:00.000,2017-12-03T11:30:00.000,11.25,1800.0,0.0,,No collection,599.7969999999996,599.7969999999996,1781.0190000000002,2.969369636727095,535.7329999999993,0.8931905294624676,1181.2220000000007,0.0,1,1,1,6
7,Observation 7,N5,2017-12-03,Observer 2,0,5,2017-12-03T11:30:00.000,2017-12-03T12:00:00.000,11.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
7,Observation 7,N5,2017-12-03,Observer 2,0,6,2017-12-03T12:00:00.000,2017-12-03T12:30:00.000,12.25,1800.0,0.0,,No collection,468.02200000000084,467.5660000000007,467.5660000000007,1.0,0.0,0.0,0.0,0.0,0,0,0,1
7,Observation 7,N5,2017-12-03,Observer 2,0,7,2017-12-03T12:30:00.000,2017-12-03T13:00:00.000,12.75,1800.0,0.0,,No collection,1105.2080000000005,1094.228000000001,2894.382000000005,2.6451361142284813,961.5799999999999,0.8787748074441516,1800.154000000004,0.0,1,1,1,6
7,Observation 7,N5,2017-12-03,Observer 2,0,8,2017-12-03T13:00:00.000,2017-12-03T13:30:00.000,13.25,1800.0,0.0,,No collection,1171.6979999999985,374.85899999999856,468.7479999999978,1.2504648414470496,88.83799999999974,0.23699044173942757,93.88899999999921,0.0,2,0,0,3
7,Observation 7,N5,2017-12-03,Observer 2,0,9,2017-12-03T13:30:00.000,2017-12-03T14:00:00.000,13.75,1800.0,0.0,,No collection,335.753999999999,333.16400000000067,390.1970000000001,1.1711859624689323,49.15899999999965,0.14755195639384672,57.03299999999945,0.0,2,2,1,3
7,Observation 7,N5,2017-12-03,Observer 2,0,10,2017-12-03T14:00:00.000,2017-12-03T14:30:00.000,14.25,1800.0,0.0,,No collection,502.998999999998,502.998999999998,936.371000000001,1.8615762655591857,267.6389999999992,0.5320865449036684,433.372000000003,0.0,0,0,0,4
7,Observation 7,N5,2017-12-03,Observer 2,0,11,2017-12-03T14:30:00.000,2017-12-03T15:00:00.000,14.75,1800.0,0.0,,No collection,868.094000000001,867.5600000000013,1821.4670000000006,2.0995285628659666,576.2440000000024,0.664212273502699,953.9069999999992,0.0,2,2,2,5
7,Observation 7,N5,2017-12-03,Observer 2,0,12,2017-12-03T15:00:00.000,2017-12-03T15:30:00.000,15.25,1800.0,0.0,,No collection,333.78800000000047,333.78800000000047,954.8719999999921,2.8607139861229007,302.05199999999604,0.9049216868191655,621.0839999999916,0.0,0,0,0,4
7,Observation 7,N5,2017-12-03,Observer 2,0,13,2017-12-03T15:30:00.000,2017-12-03T16:00:00.000,15.75,1800.0,0.0,,No collection,1222.2410000000018,1220.5440000000017,2379.724000000013,1.949724057469464,824.2540000000008,0.6753169078705886,1159.1800000000112,0.0,6,6,6,6
7,Observation 7,N5,2017-12-03,Observer 2,0,14,2017-12-03T16:00:00.000,2017-12-03T16:30:00.000,16.25,1800.0,0.0,,No collection,791.3219999999965,789.1100000000006,2130.483,2.6998555334490737,631.3869999999988,0.8001254577942217,1341.3729999999996,0.0,0,0,0,5
7,Observation 7,N5,2017-12-03,Observer 2,0,15,2017-12-03T16:30:00.000,2017-12-03T17:00:00.000,16.75,1800.0,0.0,,No collection,604.4449999999997,603.362000000001,993.8360000000066,1.647163725922423,313.3250000000007,0.5192985305670563,390.4740000000056,0.0,0,0,0,3
7,Observation 7,N5,2017-12-03,Observer 2,0,16,2017-12-03T17:00:00.000,2017-12-03T17:30:00.000,17.25,1800.0,0.0,,No collection,296.65699999999924,295.27899999999863,295.27899999999863,1.0,0.0,0.0,0.0,0.0,0,0,0,1
7,Observation 7,N5,2017-12-03,Observer 2,0,17,2017-12-03T17:30:00.000,2017-12-03T18:00:00.000,17.75,1800.0,0.0,,No collection,281.762999999999,281.3009999999995,595.7990000000027,2.118012378199878,138.88800000000265,0.4937344694828774,314.49800000000323,0.0,0,0,0,4
7,Observation 7,N5,2017-12-03,Observer 2,0,18,2017-12-03T18:00:00.000,2017-12-03T18:30:00.000,18.25,1800.0,0.0,,No collection,655.6839999999975,653.7159999999967,886.6699999999983,1.3563535235484563,120.49400000000242,0.18432163202369686,232.95400000000154,0.0,2,2,2,4
7,Observation 7,N5,2017-12-03,Observer 2,0,19,2017-12-03T18:30:00.000,2017-12-03T19:00:00.000,18.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
7,Observation 7,N5,2017-12-03,Observer 2,0,20,2017-12-03T19:00:00.000,2017-12-03T19:30:00.000,19.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
7,Observation 7,N5,2017-12-03,Observer 2,0,21,2017-12-03T19:30:00.000,2017-12-03T20:00:00.000,19.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
7,Observation 7,N5,2017-12-03,Observer 2,0,22,2017-12-03T20:00:00.000,2017-12-03T20:30:00.000,20.160277777777775,1154.8399999999965,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
8,Observation 8,N6,2017-12-05,Observer 2,0,1,2017-12-05T08:00:00.000,2017-12-05T08:30:00.000,8.308333333333334,1380.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
8,Observation 8,N6,2017-12-05,Observer 2,0,2,2017-12-05T08:30:00.000,2017-12-05T09:00:00.000,8.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
8,Observation 8,N6,2017-12-05,Observer 2,0,3,2017-12-05T09:00:00.000,2017-12-05T09:30:00.000,9.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
8,Observation 8,N6,2017-12-05,Observer 2,0,4,2017-12-05T09:30:00.000,2017-12-05T10:00:00.000,9.75,1800.0,0.0,,No collection,32.034999999999854,31.50500000000011,52.4380000000001,1.6644342167909831,20.932999999999993,0.664434216790983,20.932999999999993,0.0,0,0,0,2
8,Observation 8,N6,2017-12-05,Observer 2,0,5,2017-12-05T10:00:00.000,2017-12-05T10:30:00.000,10.25,1800.0,0.0,,No collection,161.98899999999958,161.45699999999943,267.8679999999986,1.6590671200381497,83.52799999999934,0.5173389818961063,106.41099999999915,0.0,0,0,0,4
8,Observation 8,N6,2017-12-05,Observer 2,0,6,2017-12-05T10:30:00.000,2017-12-05T11:00:00.000,10.75,1800.0,0.0,,No collection,1090.8550000000032,1087.2290000000012,2776.290000000001,2.553546676919028,767.8339999999989,0.7062302422028828,1689.0609999999997,0.0,0,0,0,7
8,Observation 8,N6,2017-12-05,Observer 2,0,7,2017-12-05T11:00:00.000,2017-12-05T11:30:00.000,11.25,1800.0,0.0,,No collection,296.97000000000116,295.90500000000065,385.3090000000011,1.3021375103496062,89.40400000000045,0.3021375103496063,89.40400000000045,0.0,0,0,0,2
8,Observation 8,N6,2017-12-05,Observer 2,0,8,2017-12-05T11:30:00.000,2017-12-05T12:00:00.000,11.75,1800.0,0.0,,No collection,175.48199999999997,174.41100000000006,208.67799999999988,1.1964726995430324,34.266999999999825,0.19647269954303234,34.266999999999825,0.0,0,0,0,2
8,Observation 8,N6,2017-12-05,Observer 2,0,9,2017-12-05T12:00:00.000,2017-12-05T12:30:00.000,12.25,1800.0,0.0,,No collection,737.1949999999997,735.6150000000016,1464.4550000000017,1.9907900192356036,516.8089999999993,0.7025536455890624,728.8400000000001,0.0,0,0,0,4
8,Observation 8,N6,2017-12-05,Observer 2,0,10,2017-12-05T12:30:00.000,2017-12-05T13:00:00.000,12.75,1800.0,0.0,,No collection,241.36000000000058,239.1220000000012,355.6680000000015,1.487391373441171,116.54600000000028,0.487391373441171,116.54600000000028,0.0,0,0,0,2
8,Observation 8,N6,2017-12-05,Observer 2,0,11,2017-12-05T13:00:00.000,2017-12-05T13:30:00.000,13.25,1800.0,0.0,,No collection,286.78800000000774,285.67400000000634,340.19000000001324,1.1908329074399688,54.5160000000069,0.19083290743996895,54.5160000000069,0.0,0,0,0,2
8,Observation 8,N6,2017-12-05,Observer 2,0,12,2017-12-05T13:30:00.000,2017-12-05T14:00:00.000,13.75,1800.0,0.0,,No collection,27.552999999999884,26.480999999999767,26.480999999999767,1.0,0.0,0.0,0.0,0.0,0,0,0,1
8,Observation 8,N6,2017-12-05,Observer 2,0,13,2017-12-05T14:00:00.000,2017-12-05T14:30:00.000,14.25,1800.0,0.0,,No collection,526.7750000000015,525.6949999999997,615.7339999999967,1.1712761201837512,86.8369999999959,0.1651851358677483,90.03899999999703,0.0,1,1,1,3
8,Observation 8,N6,2017-12-05,Observer 2,0,14,2017-12-05T14:30:00.000,2017-12-05T15:00:00.000,14.75,1800.0,0.0,,No collection,1113.4439999999959,1111.841999999997,1419.5769999999975,1.276779434487995,236.7980000000025,0.21297810300384692,307.7350000000006,0.0,0,0,0,3
8,Observation 8,N6,2017-12-05,Observer 2,0,15,2017-12-05T15:00:00.000,2017-12-05T15:30:00.000,15.25,1800.0,0.0,,No collection,204.34200000000055,203.76900000000023,203.76900000000023,1.0,0.0,0.0,0.0,0.0,0,0,0,1
8,Observation 8,N6,2017-12-05,Observer 2,0,16,2017-12-05T15:30:00.000,2017-12-05T16:00:00.000,15.75,1800.0,0.0,,No collection,886.1629999999968,884.3680000000022,2216.8339999999953,2.5066872614115274,633.4590000000026,0.7162843974454084,1332.465999999993,0.0,2,2,2,5
8,Observation 8,N6,2017-12-05,Observer 2,0,17,2017-12-05T16:00:00.000,2017-12-05T16:30:00.000,16.25,1800.0,0.0,,No collection,146.34999999999854,146.34999999999854,430.3620000000046,2.94063546293139,141.89900000000125,0.969586607447917,284.0120000000061,0.0,1,1,1,5
8,Observation 8,N6,2017-12-05,Observer 2,0,18,2017-12-05T16:30:00.000,2017-12-05T17:00:00.000,16.75,1800.0,0.0,,No collection,565.619999999999,563.6440000000002,792.1589999999997,1.4054243458637,202.45400000000154,0.35918771423097107,228.51499999999942,0.0,0,0,0,3
8,Observation 8,N6,2017-12-05,Observer 2,0,19,2017-12-05T17:00:00.000,2017-12-05T17:30:00.000,17.25,1800.0,0.0,,No collection,30.27600000000166,29.06999999999971,29.06999999999971,1.0,0.0,0.0,0.0,0.0,0,0,0,1
8,Observation 8,N6,2017-12-05,Observer 2,0,20,2017-12-05T17:30:00.000,2017-12-05T18:00:00.000,17.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
8,Observation 8,N6,2017-12-05,Observer 2,0,21,2017-12-05T18:00:00.000,2017-12-05T18:30:00.000,18.25,1800.0,0.0,,No collection,15.188999999998487,13.982000000003609,13.982000000003609,1.0,0.0,0.0,0.0,0.0,0,0,0,1
8,Observation 8,N6,2017-12-05,Observer 2,0,22,2017-12-05T18:30:00.000,2017-12-05T19:00:00.000,18.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
8,Observation 8,N6,2017-12-05,Observer 2,0,23,2017-12-05T19:00:00.000,2017-12-05T19:30:00.000,19.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
8,Observation 8,N6,2017-12-05,Observer 2,0,24,2017-12-05T19:30:00.000,2017-12-05T20:00:00.000,19.65833333333333,1141.8799999999974,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
9,Observation 9,M(5),2017-12-06,Observer 1,1,1,2017-12-06T08:00:00.000,2017-12-06T08:30:00.000,8.34388888888889,1123.0,0.0,-3.0824475,Pre-collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
9,Observation 9,M(5),2017-12-06,Observer 1,1,2,2017-12-06T08:30:00.000,2017-12-06T09:00:00.000,8.75,1800.0,0.0,-2.6764752777777776,Pre-collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
9,Observation 9,M(5),2017-12-06,Observer 1,1,3,2017-12-06T09:00:00.000,2017-12-06T09:30:00.000,9.25,1800.0,0.0,-2.1764752777777776,Pre-collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
9,Observation 9,M(5),2017-12-06,Observer 1,1,4,2017-12-06T09:30:00.000,2017-12-06T10:00:00.000,9.75,1800.0,0.0,-1.6764752777777776,Pre-collection,387.0709999999999,387.0709999999999,631.0609999999979,1.6303494707689237,181.73999999999887,0.4695262626236502,243.98999999999796,0.0,0,0,0,3
9,Observation 9,M(5),2017-12-06,Observer 1,1,5,2017-12-06T10:00:00.000,2017-12-06T10:30:00.000,10.25,1800.0,0.0,-1.1764752777777776,Pre-collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
9,Observation 9,M(5),2017-12-06,Observer 1,1,6,2017-12-06T10:30:00.000,2017-12-06T11:00:00.000,10.75,1800.0,0.0,-0.6764752777777777,Pre-collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
9,Observation 9,M(5),2017-12-06,Observer 1,1,7,2017-12-06T11:00:00.000,2017-12-06T11:30:00.000,11.25,1800.0,0.14704944444444462,-0.1764752777777777,Straddles collection end,62.67000000000007,62.336999999999534,62.336999999999534,1.0,0.0,0.0,0.0,0.0,0,0,0,1
9,Observation 9,M(5),2017-12-06,Observer 1,1,8,2017-12-06T11:30:00.000,2017-12-06T12:00:00.000,11.75,1800.0,1.0,0.3235247222222223,Post-collection,610.2949999999983,609.0249999999978,1545.4770000000044,2.537624892245819,378.1910000000007,0.6209777923730587,936.4520000000066,0.0,2,2,2,7
9,Observation 9,M(5),2017-12-06,Observer 1,1,9,2017-12-06T12:00:00.000,2017-12-06T12:30:00.000,12.25,1800.0,1.0,0.8235247222222223,Post-collection,835.1889999999985,834.6789999999983,969.0479999999952,1.160982844902049,102.54999999999745,0.12286160308333822,134.36899999999696,0.0,0,0,0,3
9,Observation 9,M(5),2017-12-06,Observer 1,1,10,2017-12-06T12:30:00.000,2017-12-06T13:00:00.000,12.75,1800.0,1.0,1.3235247222222224,Post-collection,480.24399999999514,479.73899999999594,623.5119999999933,1.2996900397924676,124.60399999999936,0.25973289642910086,143.7729999999974,0.0,0,0,0,3
9,Observation 9,M(5),2017-12-06,Observer 1,1,11,2017-12-06T13:00:00.000,2017-12-06T13:30:00.000,13.25,1800.0,1.0,1.8235247222222224,Post-collection,627.1270000000004,627.1270000000004,1412.9100000000071,2.2529886290974654,443.7189999999973,0.7075424913932856,785.7830000000067,0.0,1,1,1,5
9,Observation 9,M(5),2017-12-06,Observer 1,1,12,2017-12-06T13:30:00.000,2017-12-06T14:00:00.000,13.75,1800.0,1.0,2.3235247222222224,Post-collection,614.9570000000022,614.7230000000018,1320.314999999995,2.1478210511075577,489.27500000000146,0.7959275966573564,705.5919999999933,0.0,0,0,0,5
9,Observation 9,M(5),2017-12-06,Observer 1,1,13,2017-12-06T14:00:00.000,2017-12-06T14:30:00.000,14.25,1800.0,1.0,2.8235247222222224,Post-collection,769.3079999999973,768.5359999999964,1572.2610000000022,2.045787054867969,510.2099999999991,0.6638726097411202,803.7250000000058,0.0,0,0,0,5
9,Observation 9,M(5),2017-12-06,Observer 1,1,14,2017-12-06T14:30:00.000,2017-12-06T15:00:00.000,14.75,1800.0,1.0,3.3235247222222224,Post-collection,1318.155999999999,1316.8849999999984,2451.101999999999,1.8612878117679235,734.2770000000019,0.5575862736685456,1134.2170000000006,0.0,0,0,0,6
9,Observation 9,M(5),2017-12-06,Observer 1,1,15,2017-12-06T15:00:00.000,2017-12-06T15:30:00.000,15.25,1800.0,1.0,3.8235247222222224,Post-collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
9,Observation 9,M(5),2017-12-06,Observer 1,1,16,2017-12-06T15:30:00.000,2017-12-06T16:00:00.000,15.75,1800.0,1.0,4.323524722222222,Post-collection,690.3479999999981,685.7499999999964,803.7029999999977,1.1720058330295327,117.95300000000134,0.17200583302953257,117.95300000000134,0.0,0,0,0,2
9,Observation 9,M(5),2017-12-06,Observer 1,1,17,2017-12-06T16:00:00.000,2017-12-06T16:30:00.000,16.25,1800.0,1.0,4.8235247222222215,Post-collection,256.6590000000033,256.6590000000033,376.7970000000096,1.468084111603352,120.13800000000629,0.4680841116033521,120.13800000000629,0.0,1,1,0,2
9,Observation 9,M(5),2017-12-06,Observer 1,1,18,2017-12-06T16:30:00.000,2017-12-06T17:00:00.000,16.75,1800.0,1.0,5.3235247222222215,Post-collection,403.3019999999997,402.2930000000015,568.2280000000028,1.4124729985358948,161.33200000000215,0.40103108928070225,165.9350000000013,0.0,0,0,0,3
9,Observation 9,M(5),2017-12-06,Observer 1,1,19,2017-12-06T17:00:00.000,2017-12-06T17:30:00.000,17.13611111111111,980.3600000000006,1.0,5.709685833333333,Post-collection,73.94600000000355,72.93600000000151,72.93600000000151,1.0,0.0,0.0,0.0,0.0,0,0,0,1
10,Observation 10,V4,2017-12-12,Observer 3,0,1,2017-12-12T08:00:00.000,2017-12-12T08:30:00.000,8.475,180.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,2,2017-12-12T08:30:00.000,2017-12-12T09:00:00.000,8.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,3,2017-12-12T09:00:00.000,2017-12-12T09:30:00.000,9.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,4,2017-12-12T09:30:00.000,2017-12-12T10:00:00.000,9.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,5,2017-12-12T10:00:00.000,2017-12-12T10:30:00.000,10.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,6,2017-12-12T10:30:00.000,2017-12-12T11:00:00.000,10.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,7,2017-12-12T11:00:00.000,2017-12-12T11:30:00.000,11.25,1800.0,0.0,,No collection,216.07500000000437,216.07500000000437,256.3020000000106,1.1861714682402194,40.22700000000623,0.18617146824021943,40.22700000000623,0.0,0,0,0,2
10,Observation 10,V4,2017-12-12,Observer 3,0,8,2017-12-12T11:30:00.000,2017-12-12T12:00:00.000,11.75,1800.0,0.0,,No collection,58.6510000000053,58.6510000000053,76.53399999999965,1.3049052872072555,17.882999999994354,0.30490528720725546,17.882999999994354,0.0,0,0,0,2
10,Observation 10,V4,2017-12-12,Observer 3,0,9,2017-12-12T12:00:00.000,2017-12-12T12:30:00.000,12.25,1800.0,0.0,,No collection,31.35399999999936,31.35399999999936,38.913000000000466,1.2410856669005952,7.559000000001106,0.24108566690059516,7.559000000001106,0.0,0,0,0,2
10,Observation 10,V4,2017-12-12,Observer 3,0,10,2017-12-12T12:30:00.000,2017-12-12T13:00:00.000,12.75,1800.0,0.0,,No collection,1137.2709999999934,1137.2709999999934,2600.947999999975,2.2870081097645065,666.3729999999996,0.5859403783267167,1463.6769999999815,0.0,0,0,0,8
10,Observation 10,V4,2017-12-12,Observer 3,0,11,2017-12-12T13:00:00.000,2017-12-12T13:30:00.000,13.25,1800.0,0.0,,No collection,369.7830000000031,369.7830000000031,692.5110000000204,1.8727496937393409,188.2060000000056,0.5089633650005653,322.72800000001735,0.0,1,1,1,4
10,Observation 10,V4,2017-12-12,Observer 3,0,12,2017-12-12T13:30:00.000,2017-12-12T14:00:00.000,13.75,1800.0,0.0,,No collection,85.70299999999406,85.70299999999406,85.70299999999406,1.0,0.0,0.0,0.0,0.0,0,0,0,1
10,Observation 10,V4,2017-12-12,Observer 3,0,13,2017-12-12T14:00:00.000,2017-12-12T14:30:00.000,14.25,1800.0,0.0,,No collection,356.1160000000091,356.1160000000091,431.22800000001007,1.2109200372912172,71.38100000000122,0.20044311404149043,75.11200000000099,0.0,0,0,0,3
10,Observation 10,V4,2017-12-12,Observer 3,0,14,2017-12-12T14:30:00.000,2017-12-12T15:00:00.000,14.75,1800.0,0.0,,No collection,383.56700000000274,383.56700000000274,495.08600000000297,1.2907419042826922,111.51900000000023,0.2907419042826923,111.51900000000023,0.0,0,0,0,2
10,Observation 10,V4,2017-12-12,Observer 3,0,15,2017-12-12T15:00:00.000,2017-12-12T15:30:00.000,15.25,1800.0,0.0,,No collection,289.67400000000634,289.67400000000634,878.2910000000047,3.0319980391750225,155.03199999999924,0.5351947361516596,588.6169999999984,0.0,0,0,0,7
10,Observation 10,V4,2017-12-12,Observer 3,0,16,2017-12-12T15:30:00.000,2017-12-12T16:00:00.000,15.75,1800.0,0.0,,No collection,886.8659999999945,886.8659999999945,2042.012999999999,2.302504549729059,518.5550000000003,0.5847050174434508,1155.1470000000045,0.0,0,0,0,7
10,Observation 10,V4,2017-12-12,Observer 3,0,17,2017-12-12T16:00:00.000,2017-12-12T16:30:00.000,16.25,1800.0,0.0,,No collection,773.9310000000041,773.9310000000041,1343.27199999999,1.7356482683856607,380.1119999999937,0.49114455939869534,569.3409999999858,0.0,0,0,0,4
10,Observation 10,V4,2017-12-12,Observer 3,0,18,2017-12-12T16:30:00.000,2017-12-12T17:00:00.000,16.75,1800.0,0.0,,No collection,332.9869999999937,332.9869999999937,682.6559999999881,2.050098051875902,180.99899999999616,0.5435617606693341,349.6689999999944,0.0,1,1,1,4
10,Observation 10,V4,2017-12-12,Observer 3,0,19,2017-12-12T17:00:00.000,2017-12-12T17:30:00.000,17.25,1800.0,0.0,,No collection,1332.512999999999,1331.9819999999963,3500.732000000011,2.6282126935649432,919.5950000000012,0.6903959663118598,2168.7500000000146,0.0,1,1,1,5
10,Observation 10,V4,2017-12-12,Observer 3,0,20,2017-12-12T17:30:00.000,2017-12-12T18:00:00.000,17.75,1800.0,0.0,,No collection,144.8859999999986,144.8859999999986,355.6020000000135,2.454357218779019,95.304000000011,0.6577861215025048,210.7160000000149,0.0,0,0,0,5
10,Observation 10,V4,2017-12-12,Observer 3,0,21,2017-12-12T18:00:00.000,2017-12-12T18:30:00.000,18.25,1800.0,0.0,,No collection,44.37799999999697,43.60899999999674,70.46899999998277,1.6159279047900212,26.85999999998603,0.6159279047900212,26.85999999998603,0.0,0,0,0,2
10,Observation 10,V4,2017-12-12,Observer 3,0,22,2017-12-12T18:30:00.000,2017-12-12T19:00:00.000,18.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,23,2017-12-12T19:00:00.000,2017-12-12T19:30:00.000,19.25,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,24,2017-12-12T19:30:00.000,2017-12-12T20:00:00.000,19.75,1800.0,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
10,Observation 10,V4,2017-12-12,Observer 3,0,25,2017-12-12T20:00:00.000,2017-12-12T20:30:00.000,20.044444444444448,320.4800000000032,0.0,,No collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
11,Observation 11,N8,2017-12-13,Observer 2,1,1,2017-12-13T08:00:00.000,2017-12-13T08:30:00.000,8.35,1080.0,0.0,-3.937092222222222,Pre-collection,0.0,0.0,0.0,,0.0,,0.0,0.0,0,0,0,
11,Observation 11,N8,2017-12-13,Observer 2,1,2,2017-12-13T08:30:00.000,2017-12-13T09:00:00.000,8.75,1800.0,0.0,-3.537092222222222,Pre-collection,47.423,46.503999999999905,46.503999999999905,1.0,0.0,0.0,0.0,0.0,0,0,0,1
11,Observation 11,N8,2017-12-13,Observer 2,1,3,2017-12-13T09:00:00.000,2017-12-13T09:30:00.000,9.25,1800.0,0.0,-3.037092222222222,Pre-collection,149.3740000000007,148.02700000000004,237.50800000000163,1.6044910725746084,44.92800000000079,0.30351219709918315,89.48100000000159,0.0,0,0,0,4
11,Observation 11,N8,2017-12-13,Observer 2,1,4,2017-12-13T09:30:00.000,2017-12-13T10:00:00.000,9.75,1800.0,0.0,-2.537092222222222,Pre-collection,30.076000000000022,30.076000000000022,30.076000000000022,1.0,0.0,0.0,0.0,0.0,0,0,0,1
11,Observation 11,N8,2017-12-13,Observer 2,1,5,2017-12-13T10:00:00.000,2017-12-13T10:30:00.000,10.25,1800.0,0.0,-2.037092222222222,Pre-collection,42.8020000000015,42.31000000000131,47.82400000000234,1.130323800519992,5.514000000001033,0.130323800519992,5.514000000001033,0.0,0,0,0,2
11,Observation 11,N8,2017-12-13,Observer 2,1,6,2017-12-13T10:30:00.000,2017-12-13T11:00:00.000,10.75,1800.0,0.0,-1.537092222222222,Pre-collection,358.0480000000007,355.4589999999989,834.7279999999973,2.3483102129922155,271.3220000000001,0.7633004087672585,479.2689999999984,0.0,1,1,1,5
