observation_id,observation_date,weekday,observer,collection_day,post_collection,bin_number,segment_number,clock_hour,camera_clock_hour,hours_from_collection_midpoint,post_collection_hours,segment_seconds,focal_visible_seconds,foraging_seconds,displacement_events,displacement_focal_to_others,displacement_others_to_focal,displacement_unspecified,visible_displacement_events,visible_displacement_focal_to_others,visible_displacement_others_to_focal,visible_displacement_unspecified,foraging_displacement_events,exclude_n3
V8,2017-12-21,Thursday,Observer 3,0,0,2,1,8.49870784382188,8.5,,0.0,3600.0,1015.9309999999969,242.52299999999377,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,3,1,9.65419279463219,9.5,,0.0,3600.0,2192.806999999986,1924.6839999999938,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,4,1,10.526256574168446,10.5,,0.0,3600.0,2105.020999999979,1201.4829999999783,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,5,1,11.465817681267385,11.5,,0.0,3600.0,2486.1599999999817,497.8040000000037,2,0,2,0,2,0,2,0,2,1
V8,2017-12-21,Thursday,Observer 3,0,0,6,1,12.388418860688223,12.5,,0.0,3600.0,1266.4199999999983,910.4440000000104,1,0,1,0,1,0,1,0,1,1
V8,2017-12-21,Thursday,Observer 3,0,0,7,1,13.656876449772634,13.5,,0.0,3600.0,182.2280000000028,0.0,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,8,1,14.529715121293245,14.5,,0.0,3600.0,1596.5760000000228,765.859999999986,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,9,1,15.420725086944108,15.5,,0.0,3600.0,655.9529999999941,397.0520000000106,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,10,1,16.5,16.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,11,1,17.086920601305504,17.5,,0.0,3600.0,307.76900000000023,165.89799999999377,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,12,1,18.5,18.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V8,2017-12-21,Thursday,Observer 3,0,0,13,1,19.026980555555557,19.026980555555557,,0.0,194.26000000000204,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(8),2017-12-22,Friday,Observer 1,1,0,1,1,7.608333333333333,7.608333333333333,-2.351111388888889,0.0,2820.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(8),2017-12-22,Friday,Observer 1,1,0,2,1,8.994788611111112,8.5,-1.4594447222222222,0.0,3600.0,37.521999999999935,23.676000000000386,0,0,0,0,0,0,0,0,0,1
M(8),2017-12-22,Friday,Observer 1,1,0,3,1,9.483681042444308,9.479722361111111,-0.47972236111111116,0.0,3454.001,717.4460000000017,573.9049999999979,0,0,0,0,0,0,0,0,0,1
M(8),2017-12-22,Friday,Observer 1,1,1,3,2,9.979722361111111,9.979722361111111,0.02027763888888886,0.02027763888888886,145.9989999999998,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(8),2017-12-22,Friday,Observer 1,1,1,4,1,10.634086011119438,10.5,0.5405552777777777,0.5405552777777777,3600.0,1336.927999999998,227.4150000000027,2,0,2,0,2,0,2,0,2,1
M(8),2017-12-22,Friday,Observer 1,1,1,5,1,11.270078078074661,11.5,1.5405552777777778,1.5405552777777778,3600.0,987.6489999999994,367.1830000000009,0,0,0,0,0,0,0,0,0,1
M(8),2017-12-22,Friday,Observer 1,1,1,6,1,12.289448661721714,12.5,2.5405552777777776,2.5405552777777776,3600.0,838.7680000000037,491.77999999999884,1,0,1,0,1,0,1,0,1,1
M(8),2017-12-22,Friday,Observer 1,1,1,7,1,13.63153601186346,13.5,3.5405552777777776,3.5405552777777776,3600.0,578.3819999999978,85.50599999999758,2,0,2,0,2,0,2,0,1,1
M(8),2017-12-22,Friday,Observer 1,1,1,8,1,14.442735076585036,14.5,4.540555277777778,4.540555277777778,3600.0,939.3479999999945,441.924999999992,0,0,0,0,0,0,0,0,0,1
M(8),2017-12-22,Friday,Observer 1,1,1,9,1,15.362190452421702,15.477326388888889,5.517881666666667,5.517881666666667,3436.75,1542.479000000003,608.257999999998,1,0,1,0,1,0,1,0,1,1
N9,2017-12-29,Friday,Observer 2,1,0,1,1,7.981869583333334,7.716666666666667,-6.036239722222222,0.0,2040.0,35.68500000000017,0.0,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,0,2,1,8.5,8.5,-5.2529063888888885,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,0,3,1,9.638213259748262,9.5,-4.2529063888888885,0.0,3600.0,634.415,365.2039999999961,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,0,4,1,10.398268775018883,10.5,-3.252906388888889,0.0,3600.0,1804.8590000000022,294.6730000000043,1,0,0,1,1,0,0,1,0,1
N9,2017-12-29,Friday,Observer 2,1,0,5,1,11.473206261021105,11.5,-2.252906388888889,0.0,3600.0,996.8500000000022,372.79099999999744,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,0,6,1,12.653681803784679,12.5,-1.2529063888888887,0.0,3600.0,891.1160000000018,595.1459999999897,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,0,7,1,13.462664391850144,13.376453194444444,-0.3764531944444439,0.0,2710.4629999999997,723.538999999997,289.458000000006,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,1,7,2,13.902814075621217,13.876453194444444,0.1235468055555561,0.1235468055555561,889.5370000000003,378.23600000000806,308.76800000000367,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,1,8,1,14.437336391990781,14.5,0.7470936111111112,0.7470936111111112,3600.0,736.6480000000083,174.96099999999933,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,1,9,1,15.644501846716471,15.5,1.7470936111111113,1.7470936111111113,3600.0,710.989999999998,313.5490000000027,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,1,10,1,16.38408130718285,16.5,2.747093611111111,2.747093611111111,3600.0,1051.9180000000088,658.5899999999929,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,1,11,1,17.15528945396339,17.5,3.747093611111111,3.747093611111111,3600.0,622.4720000000088,199.53600000000006,0,0,0,0,0,0,0,0,0,1
N9,2017-12-29,Friday,Observer 2,1,1,12,1,18.39575138888889,18.39575138888889,4.642845,4.642845,2849.4100000000035,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,1,1,7.75,7.75,,0.0,1800.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,2,1,8.070227361111112,8.5,,0.0,3600.0,71.13499999999999,43.53600000000006,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,3,1,9.64828637228296,9.5,,0.0,3600.0,90.18700000000172,89.63100000000304,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,4,1,10.657117476619064,10.5,,0.0,3600.0,729.0840000000007,538.2670000000016,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,5,1,11.747669861111111,11.5,,0.0,3600.0,380.3089999999993,175.54399999999987,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,6,1,12.264872915884705,12.5,,0.0,3600.0,509.40400000000227,205.83499999999913,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,7,1,13.955863888888889,13.5,,0.0,3600.0,317.77999999999884,0.0,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,8,1,14.09331709136312,14.5,,0.0,3600.0,643.5760000000009,342.55200000000696,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,9,1,15.551240416666666,15.5,,0.0,3600.0,0.0010000000002037268,0.0,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,10,1,16.5,16.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,11,1,17.5,17.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(9),2017-12-30,Saturday,Observer 1,0,0,12,1,18.049854166666666,18.049854166666666,,0.0,358.9499999999971,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,1,1,7.708333333333333,7.708333333333333,,0.0,2100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,2,1,8.989092648323421,8.5,,0.0,3600.0,33.12299999999959,0.0,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,3,1,9.624033559614217,9.5,,0.0,3600.0,654.8399999999965,241.3610000000008,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,4,1,10.909758978328853,10.5,,0.0,3600.0,344.2890000000043,21.131999999997788,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,5,1,11.146106008276197,11.5,,0.0,3600.0,692.6959999999817,343.6290000000081,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,6,1,12.5,12.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,7,1,13.058417083333334,13.5,,0.0,3600.0,20.13300000000163,0.0,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,8,1,14.65900361111111,14.5,,0.0,3600.0,213.6180000000022,58.23099999999977,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,9,1,15.5,15.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,10,1,16.5,16.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V9,2017-12-31,Sunday,Observer 3,0,0,11,1,17.163329166666667,17.163329166666667,,0.0,1175.9700000000012,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,1,1,10.912756809285808,10.783333333333333,,0.0,1560.0,206.1970000000074,185.57100000000355,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,2,1,11.484103875035107,11.5,,0.0,3600.0,1258.020000000004,514.6189999999988,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,3,1,12.5,12.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,4,1,13.448523070287479,13.5,,0.0,3600.0,2041.1549999999988,423.7859999999928,5,2,2,1,5,2,2,1,5,1
V1,2018-01-01,Monday,Observer 3,0,0,5,1,14.555377217483446,14.5,,0.0,3600.0,336.1449999999895,73.02699999999459,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,6,1,15.857708584905469,15.5,,0.0,3600.0,440.6599999999962,250.43300000000454,2,1,1,0,2,1,1,0,1,1
V1,2018-01-01,Monday,Observer 3,0,0,7,1,16.39170294740316,16.5,,0.0,3600.0,436.9669999999969,0.0,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,8,1,17.302492130916466,17.5,,0.0,3600.0,1087.4709999999977,270.58699999999953,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,9,1,18.5,18.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
V1,2018-01-01,Monday,Observer 3,0,0,10,1,19.13016111111111,19.13016111111111,,0.0,937.1599999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,1,1,7.583333333333333,7.583333333333333,,0.0,3000.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,2,1,8.326753024908728,8.5,,0.0,3600.0,78.73300000000017,62.40700000000015,0,0,0,0,0,0,0,0,0,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,3,1,9.680425287714304,9.5,,0.0,3600.0,746.0550000000003,549.7689999999966,2,1,1,0,2,1,1,0,2,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,4,1,10.60928786559807,10.5,,0.0,3600.0,1842.0049999999974,1232.402,2,1,1,0,2,1,1,0,2,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,5,1,11.622568786586326,11.5,,0.0,3600.0,2079.8830000000016,1227.6249999999964,2,0,2,0,2,0,2,0,2,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,6,1,12.432041551691187,12.5,,0.0,3600.0,782.2320000000036,182.27999999999884,1,0,1,0,1,0,1,0,1,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,7,1,13.502208592604733,13.5,,0.0,3600.0,1433.7400000000016,558.6869999999981,5,1,4,0,5,1,4,0,4,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,8,1,14.037682089296332,14.5,,0.0,3600.0,64.65800000000309,62.25300000000061,0,0,0,0,0,0,0,0,0,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,9,1,15.678808626865397,15.5,,0.0,3600.0,1359.5420000000013,631.3499999999949,1,0,1,0,1,0,1,0,1,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,10,1,16.112727667299485,16.5,,0.0,3600.0,58.73199999999997,57.81799999999566,0,0,0,0,0,0,0,0,0,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,11,1,17.39070707301024,17.5,,0.0,3600.0,193.875,32.94600000000355,0,0,0,0,0,0,0,0,0,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,12,1,18.5,18.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(1),2018-01-02,Tuesday,Observer 1,0,0,13,1,19.159288888888888,19.159288888888888,,0.0,1146.8799999999974,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,0,1,1,7.878168437755466,7.591666666666667,-3.214691944444444,0.0,2940.0,173.70199999999977,117.69100000000026,1,1,0,0,1,1,0,0,1,1
M(2),2018-01-03,Wednesday,Observer 1,1,0,2,1,8.702795708368983,8.5,-2.306358611111111,0.0,3600.0,317.1259999999993,198.27300000000014,3,0,3,0,3,0,3,0,2,1
M(2),2018-01-03,Wednesday,Observer 1,1,0,3,1,9.800791805555555,9.5,-1.306358611111111,0.0,3600.0,40.39500000000044,0.0,0,0,0,0,0,0,0,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,0,4,1,10.11491258730646,10.403179305555556,-0.4031793055555555,0.0,2902.8909999999996,267.88300000000163,35.59700000000157,0,0,0,0,0,0,0,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,4,2,10.903179305555556,10.903179305555556,0.0968206944444445,0.0968206944444445,697.1090000000004,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,5,1,11.621682554640723,11.5,0.693641388888889,0.693641388888889,3600.0,1093.6110000000026,447.73199999999815,2,1,1,0,2,1,1,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,6,1,12.079401381136448,12.5,1.693641388888889,1.693641388888889,3600.0,532.8250000000007,241.12200000000666,1,1,0,0,1,1,0,0,1,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,7,1,13.337077317425981,13.5,2.693641388888889,2.693641388888889,3600.0,1202.296999999995,394.77099999999336,2,1,1,0,2,1,1,0,1,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,8,1,14.961119166666668,14.5,3.693641388888889,3.693641388888889,3600.0,20.469999999997526,0.0,0,0,0,0,0,0,0,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,9,1,15.243239459527087,15.5,4.693641388888889,4.693641388888889,3600.0,316.275999999998,132.80999999999767,1,1,0,0,1,1,0,0,1,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,10,1,16.728012134441403,16.5,5.693641388888889,5.693641388888889,3600.0,1291.9029999999984,652.5380000000077,3,2,1,0,3,2,1,0,2,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,11,1,17.1834398579617,17.5,6.693641388888889,6.693641388888889,3600.0,65.70899999999529,65.52399999999034,0,0,0,0,0,0,0,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,12,1,18.5,18.5,7.693641388888889,7.693641388888889,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(2),2018-01-03,Wednesday,Observer 1,1,1,13,1,19.04632361111111,19.04632361111111,8.239965,8.239965,333.52999999999884,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,1,1,7.791666666666667,7.791666666666667,,0.0,1500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,2,1,8.172817361111111,8.5,,0.0,3600.0,17.72699999999986,16.771999999999935,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,3,1,9.847265400795962,9.5,,0.0,3600.0,864.8709999999992,450.02199999999993,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,4,1,10.295345284819643,10.5,,0.0,3600.0,258.0600000000013,101.57400000000052,1,0,1,0,1,0,1,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,5,1,11.43891222060497,11.5,,0.0,3600.0,867.5539999999983,365.25300000000243,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,6,1,12.310377093322112,12.5,,0.0,3600.0,461.93500000000313,196.7599999999984,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,7,1,13.736441983243322,13.5,,0.0,3600.0,460.5410000000047,324.0770000000048,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,8,1,14.14782642306937,14.5,,0.0,3600.0,194.71799999999348,192.71399999998903,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,9,1,15.815364558101729,15.5,,0.0,3600.0,26.52100000000428,10.623999999999796,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,10,1,16.67798167433675,16.5,,0.0,3600.0,268.2500000000182,205.93899999999485,1,0,1,0,1,0,1,0,1,1
M(3),2018-01-04,Thursday,Observer 1,0,0,11,1,17.5,17.5,,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
M(3),2018-01-04,Thursday,Observer 1,0,0,12,1,18.38695277777778,18.38695277777778,,0.0,2786.0599999999977,0.0,0.0,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,0,1,1,7.7,7.7,-2.4137405555555556,0.0,2160.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,0,2,1,8.5,8.5,-1.6137405555555557,0.0,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,0,3,1,9.397176865615009,9.5,-0.6137405555555556,0.0,3600.0,1054.062,563.6059999999989,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,0,4,1,10.056870277777778,10.056870277777778,-0.056870277777777825,0.0,409.46600000000035,0.0,0.0,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,1,4,2,10.552821843714504,10.556870277777778,0.4431297222222222,0.4431297222222222,3190.5339999999997,2159.0610000000015,928.7370000000028,3,0,0,3,3,0,0,3,2,1
N1,2018-01-06,Saturday,Observer 2,1,1,5,1,11.526445193486298,11.5,1.3862594444444443,1.3862594444444443,3600.0,2022.4809999999998,678.239999999998,1,0,0,1,1,0,0,1,1,1
N1,2018-01-06,Saturday,Observer 2,1,1,6,1,12.513292444064412,12.5,2.3862594444444443,2.3862594444444443,3600.0,1347.6860000000015,314.72499999999854,1,0,0,1,1,0,0,1,1,1
N1,2018-01-06,Saturday,Observer 2,1,1,7,1,13.657920792737245,13.5,3.3862594444444443,3.3862594444444443,3600.0,541.4519999999975,285.41799999999785,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,1,8,1,14.080883119957866,14.5,4.386259444444445,4.386259444444445,3600.0,424.5060000000085,168.36399999999776,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,1,9,1,15.682720359308547,15.5,5.386259444444445,5.386259444444445,3600.0,310.26800000000003,162.72199999999793,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,1,10,1,16.919751944444446,16.5,6.386259444444445,6.386259444444445,3600.0,127.59999999999854,0.0,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,1,11,1,17.5,17.5,7.386259444444445,7.386259444444445,3600.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1
N1,2018-01-06,Saturday,Observer 2,1,1,12,1,18.415730555555555,18.415730555555555,8.301990000000002,8.301990000000002,2993.260000000002,0.0,0.0,0,0,0,0,0,0,0,0,0,1
